,Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons),Country of Origin Coordinates,Country of Asylum Coordinates,Country of Resettlement Coordinates
91,2003,AFG,Afghanistan,All others,All others,SWE,Sweden,207.0,[65. 33.],,[15. 62.]
92,2003,AFG,Afghanistan,All others,All others,USA,United States of America,737.0,[65. 33.],,
93,2003,COD,Dem. Rep. of the Congo,All others,All others,AUS,Australia,97.0,,,[133. -27.]
94,2003,COD,Dem. Rep. of the Congo,All others,All others,AUT,Austria,2.0,,,[13.3333 47.3333]
95,2003,COD,Dem. Rep. of the Congo,All others,All others,BRA,Brazil,2.0,,,[-55. -10.]
96,2003,COD,Dem. Rep. of the Congo,All others,All others,CAN,Canada,377.0,,,[-95.  60.]
97,2003,COD,Dem. Rep. of the Congo,All others,All others,DNK,Denmark,1.0,,,[10. 56.]
98,2003,COD,Dem. Rep. of the Congo,All others,All others,FIN,Finland,13.0,,,[26. 64.]
99,2003,COD,Dem. Rep. of the Congo,All others,All others,NLD,Netherlands,7.0,,,[ 5.75 52.5 ]
100,2003,COD,Dem. Rep. of the Congo,All others,All others,NOR,Norway,9.0,,,[10. 62.]
101,2003,COD,Dem. Rep. of the Congo,All others,All others,NZL,New Zealand,3.0,,,[174. -41.]
102,2003,COD,Dem. Rep. of the Congo,All others,All others,SWE,Sweden,31.0,,,[15. 62.]
103,2003,COD,Dem. Rep. of the Congo,All others,All others,USA,United States of America,426.0,,,
104,2003,ERI,Eritrea,All others,All others,AUS,Australia,24.0,[39. 15.],,[133. -27.]
105,2003,ERI,Eritrea,All others,All others,AUT,Austria,2.0,[39. 15.],,[13.3333 47.3333]
106,2003,ERI,Eritrea,All others,All others,CAN,Canada,32.0,[39. 15.],,[-95.  60.]
107,2003,ERI,Eritrea,All others,All others,DNK,Denmark,19.0,[39. 15.],,[10. 56.]
108,2003,ERI,Eritrea,All others,All others,FIN,Finland,56.0,[39. 15.],,[26. 64.]
109,2003,ERI,Eritrea,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,1.0,[39. 15.],,
110,2003,ERI,Eritrea,All others,All others,NLD,Netherlands,30.0,[39. 15.],,[ 5.75 52.5 ]
111,2003,ERI,Eritrea,All others,All others,NOR,Norway,85.0,[39. 15.],,[10. 62.]
112,2003,ERI,Eritrea,All others,All others,NZL,New Zealand,28.0,[39. 15.],,[174. -41.]
113,2003,ERI,Eritrea,All others,All others,SWE,Sweden,60.0,[39. 15.],,[15. 62.]
114,2003,ERI,Eritrea,All others,All others,USA,United States of America,11.0,[39. 15.],,
115,2003,IRN,Iran (Islamic Rep. of),All others,All others,AUS,Australia,381.0,,,[133. -27.]
116,2003,IRN,Iran (Islamic Rep. of),All others,All others,AUT,Austria,1.0,,,[13.3333 47.3333]
117,2003,IRN,Iran (Islamic Rep. of),All others,All others,CAN,Canada,467.0,,,[-95.  60.]
118,2003,IRN,Iran (Islamic Rep. of),All others,All others,CHE,Switzerland,1.0,,,[ 8. 47.]
119,2003,IRN,Iran (Islamic Rep. of),All others,All others,CHL,Chile,12.0,,,[-71. -30.]
120,2003,IRN,Iran (Islamic Rep. of),All others,All others,DNK,Denmark,14.0,,,[10. 56.]
121,2003,IRN,Iran (Islamic Rep. of),All others,All others,FIN,Finland,168.0,,,[26. 64.]
122,2003,IRN,Iran (Islamic Rep. of),All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,14.0,,,
123,2003,IRN,Iran (Islamic Rep. of),All others,All others,NLD,Netherlands,3.0,,,[ 5.75 52.5 ]
124,2003,IRN,Iran (Islamic Rep. of),All others,All others,NOR,Norway,179.0,,,[10. 62.]
125,2003,IRN,Iran (Islamic Rep. of),All others,All others,NZL,New Zealand,14.0,,,[174. -41.]
126,2003,IRN,Iran (Islamic Rep. of),All others,All others,SWE,Sweden,142.0,,,[15. 62.]
127,2003,IRN,Iran (Islamic Rep. of),All others,All others,USA,United States of America,787.0,,,
128,2003,IRQ,Iraq,All others,All others,AUS,Australia,87.0,[44. 33.],,[133. -27.]
129,2003,IRQ,Iraq,All others,All others,CAN,Canada,207.0,[44. 33.],,[-95.  60.]
130,2003,IRQ,Iraq,All others,All others,CHE,Switzerland,5.0,[44. 33.],,[ 8. 47.]
131,2003,IRQ,Iraq,All others,All others,DEU,Germany,70.0,[44. 33.],,[ 9. 51.]
132,2003,IRQ,Iraq,All others,All others,DNK,Denmark,6.0,[44. 33.],,[10. 56.]
133,2003,IRQ,Iraq,All others,All others,FIN,Finland,32.0,[44. 33.],,[26. 64.]
134,2003,IRQ,Iraq,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,19.0,[44. 33.],,
135,2003,IRQ,Iraq,All others,All others,NLD,Netherlands,3.0,[44. 33.],,[ 5.75 52.5 ]
136,2003,IRQ,Iraq,All others,All others,NOR,Norway,28.0,[44. 33.],,[10. 62.]
137,2003,IRQ,Iraq,All others,All others,NZL,New Zealand,84.0,[44. 33.],,[174. -41.]
138,2003,IRQ,Iraq,All others,All others,SWE,Sweden,107.0,[44. 33.],,[15. 62.]
139,2003,IRQ,Iraq,All others,All others,USA,United States of America,59.0,[44. 33.],,
140,2003,MMR,Myanmar,All others,All others,AUS,Australia,17.0,[98. 22.],,[133. -27.]
141,2003,MMR,Myanmar,All others,All others,CAN,Canada,100.0,[98. 22.],,[-95.  60.]
142,2003,MMR,Myanmar,All others,All others,DNK,Denmark,207.0,[98. 22.],,[10. 56.]
143,2003,MMR,Myanmar,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,1.0,[98. 22.],,
144,2003,MMR,Myanmar,All others,All others,NLD,Netherlands,8.0,[98. 22.],,[ 5.75 52.5 ]
145,2003,MMR,Myanmar,All others,All others,NOR,Norway,153.0,[98. 22.],,[10. 62.]
146,2003,MMR,Myanmar,All others,All others,NZL,New Zealand,26.0,[98. 22.],,[174. -41.]
147,2003,MMR,Myanmar,All others,All others,SWE,Sweden,2.0,[98. 22.],,[15. 62.]
148,2003,MMR,Myanmar,All others,All others,USA,United States of America,198.0,[98. 22.],,
149,2003,SDN,Sudan,All others,All others,AUS,Australia,377.0,[30. 15.],,[133. -27.]
150,2003,SDN,Sudan,All others,All others,CAN,Canada,640.0,[30. 15.],,[-95.  60.]
151,2003,SDN,Sudan,All others,All others,DNK,Denmark,2.0,[30. 15.],,[10. 56.]
152,2003,SDN,Sudan,All others,All others,NLD,Netherlands,4.0,[30. 15.],,[ 5.75 52.5 ]
153,2003,SDN,Sudan,All others,All others,NOR,Norway,1.0,[30. 15.],,[10. 62.]
154,2003,SDN,Sudan,All others,All others,NZL,New Zealand,64.0,[30. 15.],,[174. -41.]
155,2003,SDN,Sudan,All others,All others,SWE,Sweden,10.0,[30. 15.],,[15. 62.]
156,2003,SDN,Sudan,All others,All others,USA,United States of America,140.0,[30. 15.],,
157,2003,SOM,Somalia,All others,All others,AUS,Australia,256.0,[49. 10.],,[133. -27.]
158,2003,SOM,Somalia,All others,All others,AUT,Austria,1.0,[49. 10.],,[13.3333 47.3333]
159,2003,SOM,Somalia,All others,All others,BRA,Brazil,3.0,[49. 10.],,[-55. -10.]
160,2003,SOM,Somalia,All others,All others,CAN,Canada,594.0,[49. 10.],,[-95.  60.]
161,2003,SOM,Somalia,All others,All others,DNK,Denmark,8.0,[49. 10.],,[10. 56.]
162,2003,SOM,Somalia,All others,All others,FIN,Finland,2.0,[49. 10.],,[26. 64.]
163,2003,SOM,Somalia,All others,All others,NLD,Netherlands,1.0,[49. 10.],,[ 5.75 52.5 ]
164,2003,SOM,Somalia,All others,All others,NOR,Norway,1.0,[49. 10.],,[10. 62.]
165,2003,SOM,Somalia,All others,All others,NZL,New Zealand,13.0,[49. 10.],,[174. -41.]
166,2003,SOM,Somalia,All others,All others,SWE,Sweden,1.0,[49. 10.],,[15. 62.]
167,2003,SOM,Somalia,All others,All others,USA,United States of America,1524.0,[49. 10.],,
168,2003,SYR,Syrian Arab Rep.,All others,All others,AUS,Australia,5.0,,,[133. -27.]
169,2003,SYR,Syrian Arab Rep.,All others,All others,NZL,New Zealand,1.0,,,[174. -41.]
170,2003,SYR,Syrian Arab Rep.,All others,All others,SWE,Sweden,2.0,,,[15. 62.]
171,2003,SYR,Syrian Arab Rep.,All others,All others,USA,United States of America,1.0,,,
172,2004,AFG,Afghanistan,LBN,Lebanon,AUS,Australia,1.0,[65. 33.],[35.8333 33.8333],[133. -27.]
173,2004,AFG,Afghanistan,LBN,Lebanon,BRA,Brazil,3.0,[65. 33.],[35.8333 33.8333],[-55. -10.]
174,2004,AFG,Afghanistan,LBN,Lebanon,CAN,Canada,1.0,[65. 33.],[35.8333 33.8333],[-95.  60.]
175,2004,AFG,Afghanistan,LBN,Lebanon,SWE,Sweden,34.0,[65. 33.],[35.8333 33.8333],[15. 62.]
176,2004,AFG,Afghanistan,SYR,Syrian Arab Rep.,AUS,Australia,32.0,[65. 33.],,[133. -27.]
177,2004,AFG,Afghanistan,SYR,Syrian Arab Rep.,CAN,Canada,142.0,[65. 33.],,[-95.  60.]
178,2004,AFG,Afghanistan,SYR,Syrian Arab Rep.,SWE,Sweden,104.0,[65. 33.],,[15. 62.]
179,2004,AFG,Afghanistan,SYR,Syrian Arab Rep.,USA,United States of America,107.0,[65. 33.],,
180,2004,COD,Dem. Rep. of the Congo,SYR,Syrian Arab Rep.,CAN,Canada,11.0,,,[-95.  60.]
181,2004,COD,Dem. Rep. of the Congo,SYR,Syrian Arab Rep.,SWE,Sweden,6.0,,,[15. 62.]
182,2004,ERI,Eritrea,EGY,Egypt,AUS,Australia,4.0,[39. 15.],[30. 27.],[133. -27.]
183,2004,ERI,Eritrea,EGY,Egypt,CAN,Canada,11.0,[39. 15.],[30. 27.],[-95.  60.]
184,2004,ERI,Eritrea,EGY,Egypt,USA,United States of America,10.0,[39. 15.],[30. 27.],
185,2004,ERI,Eritrea,JOR,Jordan,CAN,Canada,1.0,[39. 15.],[36. 31.],[-95.  60.]
186,2004,ERI,Eritrea,LBY,Libya,DNK,Denmark,3.0,[39. 15.],[17. 25.],[10. 56.]
187,2004,ERI,Eritrea,LBY,Libya,ITA,Italy,1.0,[39. 15.],[17. 25.],[12.8333 42.8333]
188,2004,ERI,Eritrea,LBY,Libya,NLD,Netherlands,2.0,[39. 15.],[17. 25.],[ 5.75 52.5 ]
189,2004,ERI,Eritrea,LBY,Libya,NOR,Norway,2.0,[39. 15.],[17. 25.],[10. 62.]
190,2004,ERI,Eritrea,LBY,Libya,SWE,Sweden,4.0,[39. 15.],[17. 25.],[15. 62.]
191,2004,ERI,Eritrea,SYR,Syrian Arab Rep.,AUS,Australia,3.0,[39. 15.],,[133. -27.]
192,2004,ERI,Eritrea,SYR,Syrian Arab Rep.,USA,United States of America,2.0,[39. 15.],,
193,2004,IRN,Iran (Islamic Rep. of),JOR,Jordan,AUS,Australia,30.0,,[36. 31.],[133. -27.]
194,2004,IRN,Iran (Islamic Rep. of),JOR,Jordan,BRA,Brazil,45.0,,[36. 31.],[-55. -10.]
195,2004,IRN,Iran (Islamic Rep. of),JOR,Jordan,CAN,Canada,62.0,,[36. 31.],[-95.  60.]
196,2004,IRN,Iran (Islamic Rep. of),JOR,Jordan,DNK,Denmark,98.0,,[36. 31.],[10. 56.]
197,2004,IRN,Iran (Islamic Rep. of),JOR,Jordan,FIN,Finland,66.0,,[36. 31.],[26. 64.]
198,2004,IRN,Iran (Islamic Rep. of),JOR,Jordan,GBR,United Kingdom of Great Britain and Northern Ireland,17.0,,[36. 31.],
199,2004,IRN,Iran (Islamic Rep. of),JOR,Jordan,IRL,Ireland,22.0,,[36. 31.],[-8. 53.]
200,2004,IRN,Iran (Islamic Rep. of),JOR,Jordan,NOR,Norway,133.0,,[36. 31.],[10. 62.]
201,2004,IRN,Iran (Islamic Rep. of),JOR,Jordan,SWE,Sweden,384.0,,[36. 31.],[15. 62.]
202,2004,IRN,Iran (Islamic Rep. of),JOR,Jordan,USA,United States of America,45.0,,[36. 31.],
203,2004,IRN,Iran (Islamic Rep. of),LBN,Lebanon,CAN,Canada,1.0,,[35.8333 33.8333],[-95.  60.]
204,2004,IRN,Iran (Islamic Rep. of),SYR,Syrian Arab Rep.,CAN,Canada,5.0,,,[-95.  60.]
205,2004,IRN,Iran (Islamic Rep. of),SYR,Syrian Arab Rep.,NLD,Netherlands,1.0,,,[ 5.75 52.5 ]
206,2004,IRQ,Iraq,DZA,Algeria,CAN,Canada,2.0,[44. 33.],[ 3. 28.],[-95.  60.]
207,2004,IRQ,Iraq,JOR,Jordan,AUS,Australia,82.0,[44. 33.],[36. 31.],[133. -27.]
208,2004,IRQ,Iraq,JOR,Jordan,BRA,Brazil,10.0,[44. 33.],[36. 31.],[-55. -10.]
209,2004,IRQ,Iraq,JOR,Jordan,CAN,Canada,5.0,[44. 33.],[36. 31.],[-95.  60.]
210,2004,IRQ,Iraq,JOR,Jordan,DNK,Denmark,1.0,[44. 33.],[36. 31.],[10. 56.]
211,2004,IRQ,Iraq,JOR,Jordan,NLD,Netherlands,5.0,[44. 33.],[36. 31.],[ 5.75 52.5 ]
212,2004,IRQ,Iraq,JOR,Jordan,SWE,Sweden,5.0,[44. 33.],[36. 31.],[15. 62.]
213,2004,IRQ,Iraq,LBN,Lebanon,AUS,Australia,10.0,[44. 33.],[35.8333 33.8333],[133. -27.]
214,2004,IRQ,Iraq,LBN,Lebanon,BRA,Brazil,146.0,[44. 33.],[35.8333 33.8333],[-55. -10.]
215,2004,IRQ,Iraq,LBN,Lebanon,CAN,Canada,8.0,[44. 33.],[35.8333 33.8333],[-95.  60.]
216,2004,IRQ,Iraq,LBN,Lebanon,FIN,Finland,8.0,[44. 33.],[35.8333 33.8333],[26. 64.]
217,2004,IRQ,Iraq,LBN,Lebanon,GBR,United Kingdom of Great Britain and Northern Ireland,1.0,[44. 33.],[35.8333 33.8333],
218,2004,IRQ,Iraq,LBN,Lebanon,NLD,Netherlands,9.0,[44. 33.],[35.8333 33.8333],[ 5.75 52.5 ]
219,2004,IRQ,Iraq,LBN,Lebanon,NOR,Norway,16.0,[44. 33.],[35.8333 33.8333],[10. 62.]
220,2004,IRQ,Iraq,LBN,Lebanon,SWE,Sweden,6.0,[44. 33.],[35.8333 33.8333],[15. 62.]
221,2004,IRQ,Iraq,SYR,Syrian Arab Rep.,AUS,Australia,2.0,[44. 33.],,[133. -27.]
222,2004,IRQ,Iraq,SYR,Syrian Arab Rep.,BRA,Brazil,14.0,[44. 33.],,[-55. -10.]
223,2004,IRQ,Iraq,SYR,Syrian Arab Rep.,CAN,Canada,62.0,[44. 33.],,[-95.  60.]
224,2004,IRQ,Iraq,SYR,Syrian Arab Rep.,DNK,Denmark,1.0,[44. 33.],,[10. 56.]
225,2004,IRQ,Iraq,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,2.0,[44. 33.],,
226,2004,IRQ,Iraq,SYR,Syrian Arab Rep.,SWE,Sweden,54.0,[44. 33.],,[15. 62.]
227,2004,SDN,Sudan,EGY,Egypt,AUS,Australia,625.0,[30. 15.],[30. 27.],[133. -27.]
228,2004,SDN,Sudan,EGY,Egypt,CAN,Canada,657.0,[30. 15.],[30. 27.],[-95.  60.]
229,2004,SDN,Sudan,EGY,Egypt,FIN,Finland,350.0,[30. 15.],[30. 27.],[26. 64.]
230,2004,SDN,Sudan,EGY,Egypt,USA,United States of America,2029.0,[30. 15.],[30. 27.],
231,2004,SDN,Sudan,JOR,Jordan,AUS,Australia,1.0,[30. 15.],[36. 31.],[133. -27.]
232,2004,SDN,Sudan,LBN,Lebanon,AUS,Australia,5.0,[30. 15.],[35.8333 33.8333],[133. -27.]
233,2004,SDN,Sudan,LBN,Lebanon,BRA,Brazil,5.0,[30. 15.],[35.8333 33.8333],[-55. -10.]
234,2004,SDN,Sudan,LBN,Lebanon,CAN,Canada,35.0,[30. 15.],[35.8333 33.8333],[-95.  60.]
235,2004,SDN,Sudan,LBN,Lebanon,FIN,Finland,156.0,[30. 15.],[35.8333 33.8333],[26. 64.]
236,2004,SDN,Sudan,LBN,Lebanon,SWE,Sweden,56.0,[30. 15.],[35.8333 33.8333],[15. 62.]
237,2004,SDN,Sudan,SYR,Syrian Arab Rep.,CAN,Canada,18.0,[30. 15.],,[-95.  60.]
238,2004,SDN,Sudan,SYR,Syrian Arab Rep.,GBR,United Kingdom of Great Britain and Northern Ireland,5.0,[30. 15.],,
239,2004,SDN,Sudan,SYR,Syrian Arab Rep.,NOR,Norway,13.0,[30. 15.],,[10. 62.]
240,2004,SDN,Sudan,SYR,Syrian Arab Rep.,SWE,Sweden,19.0,[30. 15.],,[15. 62.]
