,Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons),Country of Origin Coordinates,Country of Asylum Coordinates,Country of Resettlement Coordinates
64,2004,ERI,Eritrea,ETH,Ethiopia,NOR,Norway,3,[39. 15.],[38.  8.],[10. 62.]
65,2004,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,CAN,Canada,141,,,[-95.  60.]
66,2004,SOM,Somalia,ERI,Eritrea,DNK,Denmark,3,[49. 10.],[39. 15.],[10. 56.]
67,2004,ERI,Eritrea,ETH,Ethiopia,NZL,New Zealand,1,[39. 15.],[38.  8.],[174. -41.]
68,2004,SOM,Somalia,UGA,Uganda,USA,United States of America,68,[49. 10.],[32.  1.],
69,2004,ERI,Eritrea,SDN,Sudan,SWE,Sweden,9,[39. 15.],[30. 15.],[15. 62.]
70,2004,COD,Dem. Rep. of the Congo,BDI,Burundi,NLD,Netherlands,13,,[30.  -3.5],[ 5.75 52.5 ]
71,2004,ERI,Eritrea,KEN,Kenya,AUS,Australia,3,[39. 15.],[38.  1.],[133. -27.]
72,2004,SOM,Somalia,ETH,Ethiopia,NOR,Norway,7,[49. 10.],[38.  8.],[10. 62.]
73,2004,COD,Dem. Rep. of the Congo,UGA,Uganda,CAN,Canada,134,,[32.  1.],[-95.  60.]
74,2004,ERI,Eritrea,ETH,Ethiopia,DNK,Denmark,7,[39. 15.],[38.  8.],[10. 56.]
75,2004,IRQ,Iraq,ETH,Ethiopia,NZL,New Zealand,4,[44. 33.],[38.  8.],[174. -41.]
76,2004,SDN,Sudan,UGA,Uganda,USA,United States of America,15,[30. 15.],[32.  1.],
77,2004,SDN,Sudan,UGA,Uganda,SWE,Sweden,5,[30. 15.],[32.  1.],[15. 62.]
78,2004,COD,Dem. Rep. of the Congo,COG,Congo,NLD,Netherlands,12,,[15. -1.],[ 5.75 52.5 ]
79,2004,SDN,Sudan,COD,Dem. Rep. of the Congo,CAN,Canada,3,[30. 15.],,[-95.  60.]
80,2004,SOM,Somalia,KEN,Kenya,AUS,Australia,231,[49. 10.],[38.  1.],[133. -27.]
81,2004,SDN,Sudan,ETH,Ethiopia,NOR,Norway,2,[30. 15.],[38.  8.],[10. 62.]
82,2004,SOM,Somalia,UGA,Uganda,CAN,Canada,17,[49. 10.],[32.  1.],[-95.  60.]
83,2004,ERI,Eritrea,SDN,Sudan,DNK,Denmark,18,[39. 15.],[30. 15.],[10. 56.]
84,2004,SOM,Somalia,ETH,Ethiopia,NZL,New Zealand,10,[49. 10.],[38.  8.],[174. -41.]
85,2004,SDN,Sudan,KEN,Kenya,AUS,Australia,37,[30. 15.],[38.  1.],[133. -27.]
86,2004,ERI,Eritrea,ETH,Ethiopia,NLD,Netherlands,2,[39. 15.],[38.  8.],[ 5.75 52.5 ]
87,2004,ERI,Eritrea,ETH,Ethiopia,CAN,Canada,195,[39. 15.],[38.  8.],[-95.  60.]
88,2004,SOM,Somalia,ETH,Ethiopia,FIN,Finland,1,[49. 10.],[38.  8.],[26. 64.]
89,2004,ERI,Eritrea,SDN,Sudan,NOR,Norway,12,[39. 15.],[30. 15.],[10. 62.]
90,2004,SDN,Sudan,UGA,Uganda,CAN,Canada,65,[30. 15.],[32.  1.],[-95.  60.]
91,2004,ERI,Eritrea,ETH,Ethiopia,GBR,United Kingdom of Great Britain and Northern Ireland,1,[39. 15.],[38.  8.],
92,2004,SDN,Sudan,UGA,Uganda,DNK,Denmark,4,[30. 15.],[32.  1.],[10. 56.]
93,2004,SOM,Somalia,KEN,Kenya,NZL,New Zealand,28,[49. 10.],[38.  1.],[174. -41.]
94,2004,SDN,Sudan,ETH,Ethiopia,USA,United States of America,191,[30. 15.],[38.  8.],
95,2004,ERI,Eritrea,SDN,Sudan,AUS,Australia,52,[39. 15.],[30. 15.],[133. -27.]
96,2004,SOM,Somalia,ETH,Ethiopia,NLD,Netherlands,16,[49. 10.],[38.  8.],[ 5.75 52.5 ]
97,2004,SOM,Somalia,ETH,Ethiopia,CAN,Canada,86,[49. 10.],[38.  8.],[-95.  60.]
98,2004,SDN,Sudan,UGA,Uganda,FIN,Finland,4,[30. 15.],[32.  1.],[26. 64.]
99,2004,COD,Dem. Rep. of the Congo,UGA,Uganda,NOR,Norway,15,,[32.  1.],[10. 62.]
100,2004,ERI,Eritrea,SDN,Sudan,GBR,United Kingdom of Great Britain and Northern Ireland,1,[39. 15.],[30. 15.],
101,2004,COD,Dem. Rep. of the Congo,KEN,Kenya,USA,United States of America,1,,[38.  1.],
102,2004,COD,Dem. Rep. of the Congo,COG,Congo,USA,United States of America,27,,[15. -1.],
103,2004,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,AUS,Australia,112,,,[133. -27.]
104,2004,ERI,Eritrea,SDN,Sudan,NLD,Netherlands,5,[39. 15.],[30. 15.],[ 5.75 52.5 ]
105,2004,SDN,Sudan,ETH,Ethiopia,CAN,Canada,62,[30. 15.],[38.  8.],[-95.  60.]
106,2004,ERI,Eritrea,KEN,Kenya,USA,United States of America,6,[39. 15.],[38.  1.],
107,2004,SDN,Sudan,UGA,Uganda,NOR,Norway,4,[30. 15.],[32.  1.],[10. 62.]
108,2004,COD,Dem. Rep. of the Congo,UGA,Uganda,GBR,United Kingdom of Great Britain and Northern Ireland,29,,[32.  1.],
109,2004,AFG,Afghanistan,ETH,Ethiopia,USA,United States of America,4,[65. 33.],[38.  8.],
110,2004,COD,Dem. Rep. of the Congo,KEN,Kenya,CAN,Canada,24,,[38.  1.],[-95.  60.]
111,2004,SOM,Somalia,TZA,United Rep. of Tanzania,AUS,Australia,7,[49. 10.],,[133. -27.]
112,2004,COD,Dem. Rep. of the Congo,UGA,Uganda,NLD,Netherlands,90,,[32.  1.],[ 5.75 52.5 ]
113,2004,SOM,Somalia,KEN,Kenya,USA,United States of America,1798,[49. 10.],[38.  1.],
114,2004,SDN,Sudan,UGA,Uganda,GBR,United Kingdom of Great Britain and Northern Ireland,62,[30. 15.],[32.  1.],
115,2004,ERI,Eritrea,ETH,Ethiopia,USA,United States of America,207,[39. 15.],[38.  8.],
116,2004,ERI,Eritrea,KEN,Kenya,CAN,Canada,7,[39. 15.],[38.  1.],[-95.  60.]
117,2004,COD,Dem. Rep. of the Congo,UGA,Uganda,AUS,Australia,28,,[32.  1.],[133. -27.]
118,2004,SDN,Sudan,UGA,Uganda,NLD,Netherlands,44,[30. 15.],[32.  1.],[ 5.75 52.5 ]
119,2005,ERI,Eritrea,SDN,Sudan,GBR,United Kingdom of Great Britain and Northern Ireland,2,[39. 15.],[30. 15.],
120,2005,SDN,Sudan,ETH,Ethiopia,DNK,Denmark,9,[30. 15.],[38.  8.],[10. 56.]
121,2005,COD,Dem. Rep. of the Congo,UGA,Uganda,NLD,Netherlands,9,,[32.  1.],[ 5.75 52.5 ]
122,2005,COD,Dem. Rep. of the Congo,ETH,Ethiopia,NOR,Norway,5,,[38.  8.],[10. 62.]
123,2005,SDN,Sudan,ETH,Ethiopia,CAN,Canada,16,[30. 15.],[38.  8.],[-95.  60.]
124,2005,COD,Dem. Rep. of the Congo,UGA,Uganda,SWE,Sweden,1,,[32.  1.],[15. 62.]
125,2005,SDN,Sudan,UGA,Uganda,CAN,Canada,102,[30. 15.],[32.  1.],[-95.  60.]
126,2005,SOM,Somalia,KEN,Kenya,USA,United States of America,3291,[49. 10.],[38.  1.],
127,2005,COD,Dem. Rep. of the Congo,BDI,Burundi,NLD,Netherlands,5,,[30.  -3.5],[ 5.75 52.5 ]
128,2005,SDN,Sudan,UGA,Uganda,GBR,United Kingdom of Great Britain and Northern Ireland,17,[30. 15.],[32.  1.],
129,2005,SOM,Somalia,KEN,Kenya,DNK,Denmark,15,[49. 10.],[38.  1.],[10. 56.]
130,2005,COD,Dem. Rep. of the Congo,COG,Congo,IRL,Ireland,7,,[15. -1.],[-8. 53.]
131,2005,SDN,Sudan,UGA,Uganda,NLD,Netherlands,35,[30. 15.],[32.  1.],[ 5.75 52.5 ]
132,2005,ERI,Eritrea,ETH,Ethiopia,NOR,Norway,1,[39. 15.],[38.  8.],[10. 62.]
133,2005,COD,Dem. Rep. of the Congo,KEN,Kenya,CAN,Canada,33,,[38.  1.],[-95.  60.]
134,2005,SDN,Sudan,KEN,Kenya,USA,United States of America,166,[30. 15.],[38.  1.],
135,2005,SOM,Somalia,UGA,Uganda,SWE,Sweden,1,[49. 10.],[32.  1.],[15. 62.]
136,2005,SDN,Sudan,ETH,Ethiopia,AUS,Australia,4,[30. 15.],[38.  8.],[133. -27.]
137,2005,SOM,Somalia,ERI,Eritrea,NLD,Netherlands,14,[49. 10.],[39. 15.],[ 5.75 52.5 ]
138,2005,SOM,Somalia,ETH,Ethiopia,NOR,Norway,16,[49. 10.],[38.  8.],[10. 62.]
139,2005,ERI,Eritrea,KEN,Kenya,CAN,Canada,7,[39. 15.],[38.  1.],[-95.  60.]
140,2005,ERI,Eritrea,SDN,Sudan,DNK,Denmark,1,[39. 15.],[30. 15.],[10. 56.]
141,2005,ERI,Eritrea,SDN,Sudan,IRL,Ireland,1,[39. 15.],[30. 15.],[-8. 53.]
142,2005,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,USA,United States of America,100,,,
143,2005,SDN,Sudan,UGA,Uganda,SWE,Sweden,3,[30. 15.],[32.  1.],[15. 62.]
144,2005,COD,Dem. Rep. of the Congo,KEN,Kenya,AUS,Australia,4,,[38.  1.],[133. -27.]
145,2005,COD,Dem. Rep. of the Congo,ETH,Ethiopia,NLD,Netherlands,5,,[38.  8.],[ 5.75 52.5 ]
146,2005,SDN,Sudan,ETH,Ethiopia,NOR,Norway,12,[30. 15.],[38.  8.],[10. 62.]
147,2005,SOM,Somalia,KEN,Kenya,CAN,Canada,371,[49. 10.],[38.  1.],[-95.  60.]
148,2005,COD,Dem. Rep. of the Congo,UGA,Uganda,DNK,Denmark,84,,[32.  1.],[10. 56.]
149,2005,SOM,Somalia,TZA,United Rep. of Tanzania,USA,United States of America,10,[49. 10.],,
150,2005,ERI,Eritrea,KEN,Kenya,AUS,Australia,14,[39. 15.],[38.  1.],[133. -27.]
151,2005,ERI,Eritrea,ETH,Ethiopia,NLD,Netherlands,1,[39. 15.],[38.  8.],[ 5.75 52.5 ]
152,2005,SOM,Somalia,KEN,Kenya,NOR,Norway,14,[49. 10.],[38.  1.],[10. 62.]
153,2005,SDN,Sudan,KEN,Kenya,CAN,Canada,25,[30. 15.],[38.  1.],[-95.  60.]
154,2005,SDN,Sudan,UGA,Uganda,DNK,Denmark,52,[30. 15.],[32.  1.],[10. 56.]
155,2005,COD,Dem. Rep. of the Congo,UGA,Uganda,USA,United States of America,2,,[32.  1.],
156,2005,SOM,Somalia,KEN,Kenya,AUS,Australia,133,[49. 10.],[38.  1.],[133. -27.]
157,2005,SOM,Somalia,ETH,Ethiopia,NLD,Netherlands,7,[49. 10.],[38.  8.],[ 5.75 52.5 ]
158,2005,SDN,Sudan,KEN,Kenya,NOR,Norway,4,[30. 15.],[38.  1.],[10. 62.]
159,2005,COD,Dem. Rep. of the Congo,RWA,Rwanda,CAN,Canada,41,,[30. -2.],[-95.  60.]
160,2005,SOM,Somalia,UGA,Uganda,USA,United States of America,391,[49. 10.],[32.  1.],
161,2005,SDN,Sudan,KEN,Kenya,AUS,Australia,55,[30. 15.],[38.  1.],[133. -27.]
162,2005,SDN,Sudan,ETH,Ethiopia,NLD,Netherlands,9,[30. 15.],[38.  8.],[ 5.75 52.5 ]
163,2005,COD,Dem. Rep. of the Congo,BDI,Burundi,SWE,Sweden,14,,[30.  -3.5],[15. 62.]
164,2005,ERI,Eritrea,SDN,Sudan,NOR,Norway,7,[39. 15.],[30. 15.],[10. 62.]
165,2005,SOM,Somalia,RWA,Rwanda,CAN,Canada,2,[49. 10.],[30. -2.],[-95.  60.]
166,2005,ERI,Eritrea,ETH,Ethiopia,USA,United States of America,387,[39. 15.],[38.  8.],
167,2005,SDN,Sudan,UGA,Uganda,USA,United States of America,25,[30. 15.],[32.  1.],
168,2005,SOM,Somalia,KEN,Kenya,NLD,Netherlands,8,[49. 10.],[38.  1.],[ 5.75 52.5 ]
169,2005,ERI,Eritrea,ETH,Ethiopia,CHE,Switzerland,1,[39. 15.],[38.  8.],[ 8. 47.]
170,2005,COD,Dem. Rep. of the Congo,RWA,Rwanda,AUS,Australia,27,,[30. -2.],[133. -27.]
171,2005,ERI,Eritrea,ETH,Ethiopia,SWE,Sweden,1,[39. 15.],[38.  8.],[15. 62.]
172,2005,COD,Dem. Rep. of the Congo,UGA,Uganda,NOR,Norway,17,,[32.  1.],[10. 62.]
173,2005,ERI,Eritrea,SDN,Sudan,CAN,Canada,334,[39. 15.],[30. 15.],[-95.  60.]
174,2005,SOM,Somalia,ETH,Ethiopia,USA,United States of America,45,[49. 10.],[38.  8.],
175,2005,COD,Dem. Rep. of the Congo,RWA,Rwanda,NLD,Netherlands,15,,[30. -2.],[ 5.75 52.5 ]
176,2005,COD,Dem. Rep. of the Congo,BDI,Burundi,CAN,Canada,75,,[30.  -3.5],[-95.  60.]
177,2005,COD,Dem. Rep. of the Congo,BDI,Burundi,DNK,Denmark,3,,[30.  -3.5],[10. 56.]
178,2005,ERI,Eritrea,SDN,Sudan,AUS,Australia,162,[39. 15.],[30. 15.],[133. -27.]
179,2005,ERI,Eritrea,SDN,Sudan,NZL,New Zealand,7,[39. 15.],[30. 15.],[174. -41.]
180,2005,SDN,Sudan,ETH,Ethiopia,SWE,Sweden,3,[30. 15.],[38.  8.],[15. 62.]
181,2005,SDN,Sudan,UGA,Uganda,NOR,Norway,19,[30. 15.],[32.  1.],[10. 62.]
182,2005,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,CAN,Canada,46,,,[-95.  60.]
183,2005,SDN,Sudan,ETH,Ethiopia,USA,United States of America,567,[30. 15.],[38.  8.],
184,2005,COD,Dem. Rep. of the Congo,RWA,Rwanda,FIN,Finland,9,,[30. -2.],[26. 64.]
185,2005,ERI,Eritrea,SDN,Sudan,NLD,Netherlands,2,[39. 15.],[30. 15.],[ 5.75 52.5 ]
186,2005,ERI,Eritrea,ETH,Ethiopia,CAN,Canada,44,[39. 15.],[38.  8.],[-95.  60.]
187,2005,ERI,Eritrea,ETH,Ethiopia,DNK,Denmark,1,[39. 15.],[38.  8.],[10. 56.]
188,2005,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,AUS,Australia,126,,,[133. -27.]
189,2005,IRQ,Iraq,KEN,Kenya,SWE,Sweden,1,[44. 33.],[38.  1.],[15. 62.]
190,2005,COD,Dem. Rep. of the Congo,UGA,Uganda,CAN,Canada,105,,[32.  1.],[-95.  60.]
191,2005,COD,Dem. Rep. of the Congo,KEN,Kenya,USA,United States of America,8,,[38.  1.],
192,2005,SDN,Sudan,UGA,Uganda,FIN,Finland,11,[30. 15.],[32.  1.],[26. 64.]
193,2005,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,NLD,Netherlands,21,,,[ 5.75 52.5 ]
194,2005,COD,Dem. Rep. of the Congo,BDI,Burundi,NOR,Norway,12,,[30.  -3.5],[10. 62.]
195,2005,SOM,Somalia,ETH,Ethiopia,CAN,Canada,2,[49. 10.],[38.  8.],[-95.  60.]
196,2005,SOM,Somalia,ETH,Ethiopia,DNK,Denmark,14,[49. 10.],[38.  8.],[10. 56.]
197,2005,ERI,Eritrea,SDN,Sudan,SWE,Sweden,25,[39. 15.],[30. 15.],[15. 62.]
198,2005,SOM,Somalia,UGA,Uganda,CAN,Canada,11,[49. 10.],[32.  1.],[-95.  60.]
199,2005,ERI,Eritrea,KEN,Kenya,USA,United States of America,35,[39. 15.],[38.  1.],
200,2006,SDN,Sudan,ERI,Eritrea,AUS,Australia,20,[30. 15.],[39. 15.],[133. -27.]
201,2006,SDN,Sudan,ERI,Eritrea,NZL,New Zealand,1,[30. 15.],[39. 15.],[174. -41.]
202,2006,COD,Dem. Rep. of the Congo,BDI,Burundi,FIN,Finland,16,,[30.  -3.5],[26. 64.]
203,2006,SOM,Somalia,UGA,Uganda,USA,United States of America,1,[49. 10.],[32.  1.],
204,2006,ERI,Eritrea,KEN,Kenya,CAN,Canada,5,[39. 15.],[38.  1.],[-95.  60.]
205,2006,COD,Dem. Rep. of the Congo,RWA,Rwanda,NLD,Netherlands,21,,[30. -2.],[ 5.75 52.5 ]
206,2006,SOM,Somalia,UGA,Uganda,CAN,Canada,12,[49. 10.],[32.  1.],[-95.  60.]
207,2006,SOM,Somalia,ERI,Eritrea,NOR,Norway,8,[49. 10.],[39. 15.],[10. 62.]
208,2006,SDN,Sudan,UGA,Uganda,AUS,Australia,72,[30. 15.],[32.  1.],[133. -27.]
209,2006,SDN,Sudan,ETH,Ethiopia,USA,United States of America,58,[30. 15.],[38.  8.],
210,2006,COD,Dem. Rep. of the Congo,UGA,Uganda,NLD,Netherlands,9,,[32.  1.],[ 5.75 52.5 ]
211,2006,COD,Dem. Rep. of the Congo,ETH,Ethiopia,AUS,Australia,6,,[38.  8.],[133. -27.]
212,2006,COD,Dem. Rep. of the Congo,ETH,Ethiopia,NZL,New Zealand,7,,[38.  8.],[174. -41.]
213,2006,COD,Dem. Rep. of the Congo,COG,Congo,FIN,Finland,32,,[15. -1.],[26. 64.]
214,2006,SDN,Sudan,UGA,Uganda,USA,United States of America,17,[30. 15.],[32.  1.],
215,2006,SOM,Somalia,KEN,Kenya,CAN,Canada,111,[49. 10.],[38.  1.],[-95.  60.]
216,2006,SDN,Sudan,UGA,Uganda,CAN,Canada,51,[30. 15.],[32.  1.],[-95.  60.]
217,2006,ERI,Eritrea,ETH,Ethiopia,NOR,Norway,2,[39. 15.],[38.  8.],[10. 62.]
218,2006,COD,Dem. Rep. of the Congo,BDI,Burundi,CAN,Canada,79,,[30.  -3.5],[-95.  60.]
219,2006,SOM,Somalia,UGA,Uganda,NLD,Netherlands,12,[49. 10.],[32.  1.],[ 5.75 52.5 ]
220,2006,COD,Dem. Rep. of the Congo,KEN,Kenya,USA,United States of America,74,,[38.  1.],
221,2006,SOM,Somalia,TZA,United Rep. of Tanzania,GBR,United Kingdom of Great Britain and Northern Ireland,18,[49. 10.],,
222,2006,ERI,Eritrea,ETH,Ethiopia,AUS,Australia,2,[39. 15.],[38.  8.],[133. -27.]
223,2006,SOM,Somalia,ETH,Ethiopia,NZL,New Zealand,6,[49. 10.],[38.  8.],[174. -41.]
224,2006,SOM,Somalia,ERI,Eritrea,FIN,Finland,8,[49. 10.],[39. 15.],[26. 64.]
225,2006,COD,Dem. Rep. of the Congo,BDI,Burundi,NLD,Netherlands,5,,[30.  -3.5],[ 5.75 52.5 ]
226,2006,SDN,Sudan,KEN,Kenya,CAN,Canada,29,[30. 15.],[38.  1.],[-95.  60.]
227,2006,SOM,Somalia,ETH,Ethiopia,NOR,Norway,24,[49. 10.],[38.  8.],[10. 62.]
228,2006,COD,Dem. Rep. of the Congo,COG,Congo,CAN,Canada,43,,[15. -1.],[-95.  60.]
229,2006,SDN,Sudan,UGA,Uganda,NLD,Netherlands,7,[30. 15.],[32.  1.],[ 5.75 52.5 ]
230,2006,ERI,Eritrea,KEN,Kenya,USA,United States of America,23,[39. 15.],[38.  1.],
231,2006,COD,Dem. Rep. of the Congo,BDI,Burundi,IRL,Ireland,9,,[30.  -3.5],[-8. 53.]
232,2006,SDN,Sudan,ETH,Ethiopia,AUS,Australia,38,[30. 15.],[38.  8.],[133. -27.]
233,2006,SDN,Sudan,KEN,Kenya,NZL,New Zealand,3,[30. 15.],[38.  1.],[174. -41.]
234,2006,SOM,Somalia,ETH,Ethiopia,FIN,Finland,5,[49. 10.],[38.  8.],[26. 64.]
235,2006,COD,Dem. Rep. of the Congo,COG,Congo,NLD,Netherlands,7,,[15. -1.],[ 5.75 52.5 ]
236,2006,COD,Dem. Rep. of the Congo,RWA,Rwanda,CAN,Canada,99,,[30. -2.],[-95.  60.]
237,2006,COD,Dem. Rep. of the Congo,BDI,Burundi,SWE,Sweden,6,,[30.  -3.5],[15. 62.]
238,2006,COD,Dem. Rep. of the Congo,RWA,Rwanda,NOR,Norway,15,,[30. -2.],[10. 62.]
239,2006,ERI,Eritrea,DJI,Djibouti,CAN,Canada,5,[39. 15.],[43.  11.5],[-95.  60.]
240,2006,IRQ,Iraq,KEN,Kenya,USA,United States of America,2,[44. 33.],[38.  1.],
