,Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons),Country of Origin Coordinates,Country of Asylum Coordinates,Country of Resettlement Coordinates
360,2007,SOM,Somalia,UGA,Uganda,NLD,Netherlands,9,"[49.0, 10.0]","[32.0, 1.0]","[5.75, 52.5]"
361,2007,SDN,Sudan,UGA,Uganda,IRL,Ireland,78,"[30.0, 15.0]","[32.0, 1.0]","[-8.0, 53.0]"
362,2007,SOM,Somalia,ETH,Ethiopia,NZL,New Zealand,11,"[49.0, 10.0]","[38.0, 8.0]","[174.0, -41.0]"
363,2007,ERI,Eritrea,ETH,Ethiopia,USA,United States of America,166,"[39.0, 15.0]","[38.0, 8.0]","[-97.0, 38.0]"
364,2007,ERI,Eritrea,SDN,Sudan,AUS,Australia,185,"[39.0, 15.0]","[30.0, 15.0]","[133.0, -27.0]"
365,2007,COD,Dem. Rep. of the Congo,UGA,Uganda,FIN,Finland,4,"[25.0, 0.0]","[32.0, 1.0]","[26.0, 64.0]"
366,2007,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,USA,United States of America,22,"[25.0, 0.0]","[35.0, -6.0]","[-97.0, 38.0]"
367,2007,SDN,Sudan,ERI,Eritrea,CAN,Canada,45,"[30.0, 15.0]","[39.0, 15.0]","[-95.0, 60.0]"
368,2007,SDN,Sudan,COD,Dem. Rep. of the Congo,NLD,Netherlands,2,"[30.0, 15.0]","[25.0, 0.0]","[5.75, 52.5]"
369,2007,ERI,Eritrea,SOM,Somalia,CAN,Canada,2,"[39.0, 15.0]","[49.0, 10.0]","[-95.0, 60.0]"
370,2007,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,NOR,Norway,15,"[25.0, 0.0]","[35.0, -6.0]","[10.0, 62.0]"
371,2007,COD,Dem. Rep. of the Congo,COG,Congo,SWE,Sweden,24,"[25.0, 0.0]","[15.0, -1.0]","[15.0, 62.0]"
372,2007,SOM,Somalia,KEN,Kenya,NZL,New Zealand,4,"[49.0, 10.0]","[38.0, 1.0]","[174.0, -41.0]"
373,2007,SOM,Somalia,ETH,Ethiopia,USA,United States of America,128,"[49.0, 10.0]","[38.0, 8.0]","[-97.0, 38.0]"
374,2007,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,AUS,Australia,90,"[25.0, 0.0]","[35.0, -6.0]","[133.0, -27.0]"
