,Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons),Country of Origin Coordinates,Country of Asylum Coordinates,Country of Resettlement Coordinates
23,2004,SDN,Sudan,ZMB,Zambia,AUS,Australia,8,"[30.0, 15.0]","[30.0, -15.0]","[133.0, -27.0]"
24,2004,COD,Dem. Rep. of the Congo,ZAF,South Africa,CAN,Canada,44,"[25.0, 0.0]","[24.0, -29.0]","[-95.0, 60.0]"
25,2004,COD,Dem. Rep. of the Congo,ZMB,Zambia,NOR,Norway,43,"[25.0, 0.0]","[30.0, -15.0]","[10.0, 62.0]"
26,2004,COD,Dem. Rep. of the Congo,AGO,Angola,USA,United States of America,13,"[25.0, 0.0]","[18.5, -12.5]","[-97.0, 38.0]"
27,2004,SOM,Somalia,ZAF,South Africa,CAN,Canada,4,"[49.0, 10.0]","[24.0, -29.0]","[-95.0, 60.0]"
28,2004,COD,Dem. Rep. of the Congo,NAM,Namibia,USA,United States of America,6,"[25.0, 0.0]","[17.0, -22.0]","[-97.0, 38.0]"
29,2004,SDN,Sudan,ZAF,South Africa,CAN,Canada,8,"[30.0, 15.0]","[24.0, -29.0]","[-95.0, 60.0]"
30,2004,COD,Dem. Rep. of the Congo,ZAF,South Africa,USA,United States of America,6,"[25.0, 0.0]","[24.0, -29.0]","[-97.0, 38.0]"
31,2004,COD,Dem. Rep. of the Congo,ZMB,Zambia,CAN,Canada,20,"[25.0, 0.0]","[30.0, -15.0]","[-95.0, 60.0]"
32,2004,SDN,Sudan,ZAF,South Africa,DNK,Denmark,4,"[30.0, 15.0]","[24.0, -29.0]","[10.0, 56.0]"
33,2004,SOM,Somalia,ZAF,South Africa,USA,United States of America,8,"[49.0, 10.0]","[24.0, -29.0]","[-97.0, 38.0]"
34,2004,COD,Dem. Rep. of the Congo,ZMB,Zambia,DNK,Denmark,152,"[25.0, 0.0]","[30.0, -15.0]","[10.0, 56.0]"
35,2004,SDN,Sudan,ZAF,South Africa,USA,United States of America,1,"[30.0, 15.0]","[24.0, -29.0]","[-97.0, 38.0]"
36,2004,COD,Dem. Rep. of the Congo,ZMB,Zambia,USA,United States of America,34,"[25.0, 0.0]","[30.0, -15.0]","[-97.0, 38.0]"
37,2004,COD,Dem. Rep. of the Congo,ZAF,South Africa,AUS,Australia,34,"[25.0, 0.0]","[24.0, -29.0]","[133.0, -27.0]"
38,2004,SDN,Sudan,ZMB,Zambia,USA,United States of America,7,"[30.0, 15.0]","[30.0, -15.0]","[-97.0, 38.0]"
39,2004,SOM,Somalia,ZAF,South Africa,AUS,Australia,3,"[49.0, 10.0]","[24.0, -29.0]","[133.0, -27.0]"
40,2004,SOM,Somalia,ZMB,Zambia,CHE,Switzerland,7,"[49.0, 10.0]","[30.0, -15.0]","[8.0, 47.0]"
41,2004,COD,Dem. Rep. of the Congo,ZMB,Zambia,AUS,Australia,86,"[25.0, 0.0]","[30.0, -15.0]","[133.0, -27.0]"
42,2004,COD,Dem. Rep. of the Congo,AGO,Angola,CAN,Canada,1,"[25.0, 0.0]","[18.5, -12.5]","[-95.0, 60.0]"
43,2004,COD,Dem. Rep. of the Congo,NAM,Namibia,SWE,Sweden,5,"[25.0, 0.0]","[17.0, -22.0]","[15.0, 62.0]"
44,2005,SDN,Sudan,MOZ,Mozambique,USA,United States of America,10,"[30.0, 15.0]","[35.0, -18.25]","[-97.0, 38.0]"
45,2005,COD,Dem. Rep. of the Congo,NAM,Namibia,SWE,Sweden,6,"[25.0, 0.0]","[17.0, -22.0]","[15.0, 62.0]"
46,2005,COD,Dem. Rep. of the Congo,NAM,Namibia,USA,United States of America,82,"[25.0, 0.0]","[17.0, -22.0]","[-97.0, 38.0]"
47,2005,COD,Dem. Rep. of the Congo,MOZ,Mozambique,AUS,Australia,7,"[25.0, 0.0]","[35.0, -18.25]","[133.0, -27.0]"
48,2005,COD,Dem. Rep. of the Congo,ZMB,Zambia,GBR,United Kingdom of Great Britain and Northern Ireland,132,"[25.0, 0.0]","[30.0, -15.0]","[-2.0, 54.0]"
49,2005,COD,Dem. Rep. of the Congo,ZMB,Zambia,NLD,Netherlands,8,"[25.0, 0.0]","[30.0, -15.0]","[5.75, 52.5]"
50,2005,COD,Dem. Rep. of the Congo,ZAF,South Africa,USA,United States of America,4,"[25.0, 0.0]","[24.0, -29.0]","[-97.0, 38.0]"
51,2005,COD,Dem. Rep. of the Congo,MWI,Malawi,NOR,Norway,104,"[25.0, 0.0]","[34.0, -13.5]","[10.0, 62.0]"
52,2005,COD,Dem. Rep. of the Congo,ZAF,South Africa,AUS,Australia,5,"[25.0, 0.0]","[24.0, -29.0]","[133.0, -27.0]"
53,2005,SDN,Sudan,ZAF,South Africa,USA,United States of America,1,"[30.0, 15.0]","[24.0, -29.0]","[-97.0, 38.0]"
54,2005,COD,Dem. Rep. of the Congo,ZMB,Zambia,NOR,Norway,108,"[25.0, 0.0]","[30.0, -15.0]","[10.0, 62.0]"
55,2005,COD,Dem. Rep. of the Congo,ZMB,Zambia,USA,United States of America,53,"[25.0, 0.0]","[30.0, -15.0]","[-97.0, 38.0]"
56,2005,COD,Dem. Rep. of the Congo,AGO,Angola,CAN,Canada,12,"[25.0, 0.0]","[18.5, -12.5]","[-95.0, 60.0]"
57,2005,SOM,Somalia,ZMB,Zambia,USA,United States of America,7,"[49.0, 10.0]","[30.0, -15.0]","[-97.0, 38.0]"
58,2005,SOM,Somalia,BWA,Botswana,CAN,Canada,2,"[49.0, 10.0]","[24.0, -22.0]","[-95.0, 60.0]"
59,2005,COD,Dem. Rep. of the Congo,MOZ,Mozambique,CAN,Canada,82,"[25.0, 0.0]","[35.0, -18.25]","[-95.0, 60.0]"
60,2005,COD,Dem. Rep. of the Congo,NAM,Namibia,CAN,Canada,30,"[25.0, 0.0]","[17.0, -22.0]","[-95.0, 60.0]"
61,2005,SOM,Somalia,BWA,Botswana,USA,United States of America,17,"[49.0, 10.0]","[24.0, -22.0]","[-97.0, 38.0]"
62,2005,COD,Dem. Rep. of the Congo,ZAF,South Africa,CAN,Canada,24,"[25.0, 0.0]","[24.0, -29.0]","[-95.0, 60.0]"
63,2005,COD,Dem. Rep. of the Congo,MOZ,Mozambique,USA,United States of America,123,"[25.0, 0.0]","[35.0, -18.25]","[-97.0, 38.0]"
64,2005,COD,Dem. Rep. of the Congo,ZMB,Zambia,CAN,Canada,3,"[25.0, 0.0]","[30.0, -15.0]","[-95.0, 60.0]"
65,2006,COD,Dem. Rep. of the Congo,ZMB,Zambia,USA,United States of America,12,"[25.0, 0.0]","[30.0, -15.0]","[-97.0, 38.0]"
66,2006,COD,Dem. Rep. of the Congo,MDG,Madagascar,CAN,Canada,10,"[25.0, 0.0]","[47.0, -20.0]","[-95.0, 60.0]"
67,2006,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,USA,United States of America,6,"[25.0, 0.0]","[30.0, -20.0]","[-97.0, 38.0]"
68,2006,SDN,Sudan,MDG,Madagascar,CAN,Canada,1,"[30.0, 15.0]","[47.0, -20.0]","[-95.0, 60.0]"
69,2006,COD,Dem. Rep. of the Congo,MWI,Malawi,SWE,Sweden,69,"[25.0, 0.0]","[34.0, -13.5]","[15.0, 62.0]"
70,2006,COD,Dem. Rep. of the Congo,ZAF,South Africa,CAN,Canada,23,"[25.0, 0.0]","[24.0, -29.0]","[-95.0, 60.0]"
71,2006,COD,Dem. Rep. of the Congo,ZMB,Zambia,GBR,United Kingdom of Great Britain and Northern Ireland,270,"[25.0, 0.0]","[30.0, -15.0]","[-2.0, 54.0]"
72,2006,COD,Dem. Rep. of the Congo,AGO,Angola,NZL,New Zealand,3,"[25.0, 0.0]","[18.5, -12.5]","[174.0, -41.0]"
73,2006,SOM,Somalia,BWA,Botswana,NLD,Netherlands,18,"[49.0, 10.0]","[24.0, -22.0]","[5.75, 52.5]"
74,2006,COD,Dem. Rep. of the Congo,NAM,Namibia,SWE,Sweden,7,"[25.0, 0.0]","[17.0, -22.0]","[15.0, 62.0]"
75,2006,SOM,Somalia,ZAF,South Africa,CAN,Canada,3,"[49.0, 10.0]","[24.0, -29.0]","[-95.0, 60.0]"
76,2006,COD,Dem. Rep. of the Congo,MWI,Malawi,AUS,Australia,62,"[25.0, 0.0]","[34.0, -13.5]","[133.0, -27.0]"
77,2006,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,NLD,Netherlands,4,"[25.0, 0.0]","[30.0, -20.0]","[5.75, 52.5]"
78,2006,SDN,Sudan,ZAF,South Africa,SWE,Sweden,1,"[30.0, 15.0]","[24.0, -29.0]","[15.0, 62.0]"
79,2006,COD,Dem. Rep. of the Congo,MWI,Malawi,NOR,Norway,80,"[25.0, 0.0]","[34.0, -13.5]","[10.0, 62.0]"
80,2006,COD,Dem. Rep. of the Congo,ZMB,Zambia,CAN,Canada,2,"[25.0, 0.0]","[30.0, -15.0]","[-95.0, 60.0]"
81,2006,COD,Dem. Rep. of the Congo,ZAF,South Africa,AUS,Australia,9,"[25.0, 0.0]","[24.0, -29.0]","[133.0, -27.0]"
82,2006,COD,Dem. Rep. of the Congo,ZMB,Zambia,SWE,Sweden,3,"[25.0, 0.0]","[30.0, -15.0]","[15.0, 62.0]"
83,2006,COD,Dem. Rep. of the Congo,ZMB,Zambia,NOR,Norway,187,"[25.0, 0.0]","[30.0, -15.0]","[10.0, 62.0]"
84,2006,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,CAN,Canada,39,"[25.0, 0.0]","[30.0, -20.0]","[-95.0, 60.0]"
85,2006,COD,Dem. Rep. of the Congo,ZMB,Zambia,AUS,Australia,189,"[25.0, 0.0]","[30.0, -15.0]","[133.0, -27.0]"
86,2006,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,SWE,Sweden,4,"[25.0, 0.0]","[30.0, -20.0]","[15.0, 62.0]"
87,2006,COD,Dem. Rep. of the Congo,ZAF,South Africa,USA,United States of America,1,"[25.0, 0.0]","[24.0, -29.0]","[-97.0, 38.0]"
88,2006,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,AUS,Australia,112,"[25.0, 0.0]","[30.0, -20.0]","[133.0, -27.0]"
89,2006,COD,Dem. Rep. of the Congo,MWI,Malawi,DNK,Denmark,91,"[25.0, 0.0]","[34.0, -13.5]","[10.0, 56.0]"
90,2006,ERI,Eritrea,ZAF,South Africa,USA,United States of America,2,"[39.0, 15.0]","[24.0, -29.0]","[-97.0, 38.0]"
91,2006,SOM,Somalia,ZWE,Zimbabwe,AUS,Australia,2,"[49.0, 10.0]","[30.0, -20.0]","[133.0, -27.0]"
92,2006,SDN,Sudan,MWI,Malawi,DNK,Denmark,6,"[30.0, 15.0]","[34.0, -13.5]","[10.0, 56.0]"
93,2006,SOM,Somalia,ZAF,South Africa,USA,United States of America,1,"[49.0, 10.0]","[24.0, -29.0]","[-97.0, 38.0]"
94,2006,SOM,Somalia,BWA,Botswana,FIN,Finland,5,"[49.0, 10.0]","[24.0, -22.0]","[26.0, 64.0]"
95,2006,SDN,Sudan,ZWE,Zimbabwe,AUS,Australia,17,"[30.0, 15.0]","[30.0, -20.0]","[133.0, -27.0]"
96,2006,SDN,Sudan,ZAF,South Africa,USA,United States of America,1,"[30.0, 15.0]","[24.0, -29.0]","[-97.0, 38.0]"
97,2007,SDN,Sudan,ZAF,South Africa,CAN,Canada,1,"[30.0, 15.0]","[24.0, -29.0]","[-95.0, 60.0]"
98,2007,SDN,Sudan,ZWE,Zimbabwe,USA,United States of America,7,"[30.0, 15.0]","[30.0, -20.0]","[-97.0, 38.0]"
99,2007,COD,Dem. Rep. of the Congo,ZAF,South Africa,AUS,Australia,15,"[25.0, 0.0]","[24.0, -29.0]","[133.0, -27.0]"
100,2007,COD,Dem. Rep. of the Congo,ZMB,Zambia,CAN,Canada,29,"[25.0, 0.0]","[30.0, -15.0]","[-95.0, 60.0]"
101,2007,SOM,Somalia,ZAF,South Africa,AUS,Australia,14,"[49.0, 10.0]","[24.0, -29.0]","[133.0, -27.0]"
102,2007,COD,Dem. Rep. of the Congo,BWA,Botswana,USA,United States of America,8,"[25.0, 0.0]","[24.0, -22.0]","[-97.0, 38.0]"
103,2007,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,CAN,Canada,51,"[25.0, 0.0]","[30.0, -20.0]","[-95.0, 60.0]"
104,2007,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,AUS,Australia,7,"[25.0, 0.0]","[30.0, -20.0]","[133.0, -27.0]"
105,2007,SOM,Somalia,BWA,Botswana,USA,United States of America,32,"[49.0, 10.0]","[24.0, -22.0]","[-97.0, 38.0]"
106,2007,ERI,Eritrea,ZWE,Zimbabwe,CAN,Canada,2,"[39.0, 15.0]","[30.0, -20.0]","[-95.0, 60.0]"
107,2007,ERI,Eritrea,AGO,Angola,PRT,Portugal,6,"[39.0, 15.0]","[18.5, -12.5]","[-8.0, 39.5]"
108,2007,COD,Dem. Rep. of the Congo,ZAF,South Africa,USA,United States of America,6,"[25.0, 0.0]","[24.0, -29.0]","[-97.0, 38.0]"
109,2007,COD,Dem. Rep. of the Congo,ZMB,Zambia,GBR,United Kingdom of Great Britain and Northern Ireland,201,"[25.0, 0.0]","[30.0, -15.0]","[-2.0, 54.0]"
110,2007,SOM,Somalia,ZAF,South Africa,USA,United States of America,1,"[49.0, 10.0]","[24.0, -29.0]","[-97.0, 38.0]"
111,2007,COD,Dem. Rep. of the Congo,ZMB,Zambia,USA,United States of America,406,"[25.0, 0.0]","[30.0, -15.0]","[-97.0, 38.0]"
112,2007,SOM,Somalia,BWA,Botswana,NOR,Norway,1,"[49.0, 10.0]","[24.0, -22.0]","[10.0, 62.0]"
113,2007,COD,Dem. Rep. of the Congo,BWA,Botswana,CAN,Canada,1,"[25.0, 0.0]","[24.0, -22.0]","[-95.0, 60.0]"
114,2007,SOM,Somalia,ZMB,Zambia,USA,United States of America,1,"[49.0, 10.0]","[30.0, -15.0]","[-97.0, 38.0]"
115,2007,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,SWE,Sweden,6,"[25.0, 0.0]","[30.0, -20.0]","[15.0, 62.0]"
116,2007,COD,Dem. Rep. of the Congo,ZMB,Zambia,NOR,Norway,315,"[25.0, 0.0]","[30.0, -15.0]","[10.0, 62.0]"
117,2007,COD,Dem. Rep. of the Congo,ZAF,South Africa,CAN,Canada,20,"[25.0, 0.0]","[24.0, -29.0]","[-95.0, 60.0]"
118,2007,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,USA,United States of America,128,"[25.0, 0.0]","[30.0, -20.0]","[-97.0, 38.0]"
119,2007,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,NOR,Norway,6,"[25.0, 0.0]","[30.0, -20.0]","[10.0, 62.0]"
120,2007,ERI,Eritrea,ZAF,South Africa,CAN,Canada,1,"[39.0, 15.0]","[24.0, -29.0]","[-95.0, 60.0]"
121,2007,ERI,Eritrea,ZWE,Zimbabwe,USA,United States of America,2,"[39.0, 15.0]","[30.0, -20.0]","[-97.0, 38.0]"
122,2007,ERI,Eritrea,ZWE,Zimbabwe,NOR,Norway,1,"[39.0, 15.0]","[30.0, -20.0]","[10.0, 62.0]"
123,2007,SOM,Somalia,ZAF,South Africa,CAN,Canada,1,"[49.0, 10.0]","[24.0, -29.0]","[-95.0, 60.0]"
124,2007,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,FIN,Finland,4,"[25.0, 0.0]","[30.0, -20.0]","[26.0, 64.0]"
125,2007,SOM,Somalia,ZWE,Zimbabwe,USA,United States of America,7,"[49.0, 10.0]","[30.0, -20.0]","[-97.0, 38.0]"
126,2007,COD,Dem. Rep. of the Congo,MWI,Malawi,AUS,Australia,6,"[25.0, 0.0]","[34.0, -13.5]","[133.0, -27.0]"
127,2008,SOM,Somalia,BWA,Botswana,NOR,Norway,3,"[49.0, 10.0]","[24.0, -22.0]","[10.0, 62.0]"
128,2008,SOM,Somalia,ZWE,Zimbabwe,SWE,Sweden,4,"[49.0, 10.0]","[30.0, -20.0]","[15.0, 62.0]"
129,2008,COD,Dem. Rep. of the Congo,ZMB,Zambia,BEL,Belgium,12,"[25.0, 0.0]","[30.0, -15.0]","[4.0, 50.8333]"
130,2008,SOM,Somalia,ZMB,Zambia,NOR,Norway,1,"[49.0, 10.0]","[30.0, -15.0]","[10.0, 62.0]"
131,2008,COD,Dem. Rep. of the Congo,MOZ,Mozambique,USA,United States of America,31,"[25.0, 0.0]","[35.0, -18.25]","[-97.0, 38.0]"
132,2008,COD,Dem. Rep. of the Congo,ZAF,South Africa,USA,United States of America,92,"[25.0, 0.0]","[24.0, -29.0]","[-97.0, 38.0]"
133,2008,SOM,Somalia,ZAF,South Africa,USA,United States of America,177,"[49.0, 10.0]","[24.0, -29.0]","[-97.0, 38.0]"
134,2008,COD,Dem. Rep. of the Congo,MWI,Malawi,AUS,Australia,88,"[25.0, 0.0]","[34.0, -13.5]","[133.0, -27.0]"
135,2008,SOM,Somalia,ZAF,South Africa,CAN,Canada,3,"[49.0, 10.0]","[24.0, -29.0]","[-95.0, 60.0]"
136,2008,COD,Dem. Rep. of the Congo,ZMB,Zambia,USA,United States of America,236,"[25.0, 0.0]","[30.0, -15.0]","[-97.0, 38.0]"
137,2008,SOM,Somalia,MWI,Malawi,AUS,Australia,11,"[49.0, 10.0]","[34.0, -13.5]","[133.0, -27.0]"
138,2008,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,USA,United States of America,60,"[25.0, 0.0]","[30.0, -20.0]","[-97.0, 38.0]"
139,2008,COD,Dem. Rep. of the Congo,ZAF,South Africa,AUS,Australia,3,"[25.0, 0.0]","[24.0, -29.0]","[133.0, -27.0]"
140,2008,SOM,Somalia,BWA,Botswana,NLD,Netherlands,2,"[49.0, 10.0]","[24.0, -22.0]","[5.75, 52.5]"
141,2008,COD,Dem. Rep. of the Congo,ZMB,Zambia,AUS,Australia,12,"[25.0, 0.0]","[30.0, -15.0]","[133.0, -27.0]"
142,2008,SOM,Somalia,ZMB,Zambia,NLD,Netherlands,1,"[49.0, 10.0]","[30.0, -15.0]","[5.75, 52.5]"
143,2008,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,AUS,Australia,58,"[25.0, 0.0]","[30.0, -20.0]","[133.0, -27.0]"
144,2008,COD,Dem. Rep. of the Congo,COM,Comoros,SWE,Sweden,5,"[25.0, 0.0]","[44.25, -12.1667]","[15.0, 62.0]"
145,2008,ERI,Eritrea,ZWE,Zimbabwe,AUS,Australia,3,"[39.0, 15.0]","[30.0, -20.0]","[133.0, -27.0]"
146,2008,COD,Dem. Rep. of the Congo,ZMB,Zambia,DNK,Denmark,173,"[25.0, 0.0]","[30.0, -15.0]","[10.0, 56.0]"
147,2008,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,SWE,Sweden,8,"[25.0, 0.0]","[30.0, -20.0]","[15.0, 62.0]"
148,2008,ERI,Eritrea,ZWE,Zimbabwe,SWE,Sweden,1,"[39.0, 15.0]","[30.0, -20.0]","[15.0, 62.0]"
149,2009,COD,Dem. Rep. of the Congo,MWI,Malawi,FIN,Finland,15,"[25.0, 0.0]","[34.0, -13.5]","[26.0, 64.0]"
150,2009,COD,Dem. Rep. of the Congo,MOZ,Mozambique,USA,United States of America,123,"[25.0, 0.0]","[35.0, -18.25]","[-97.0, 38.0]"
151,2009,COD,Dem. Rep. of the Congo,ZMB,Zambia,AUS,Australia,113,"[25.0, 0.0]","[30.0, -15.0]","[133.0, -27.0]"
152,2009,SOM,Somalia,MWI,Malawi,FIN,Finland,2,"[49.0, 10.0]","[34.0, -13.5]","[26.0, 64.0]"
153,2009,COD,Dem. Rep. of the Congo,NAM,Namibia,USA,United States of America,14,"[25.0, 0.0]","[17.0, -22.0]","[-97.0, 38.0]"
154,2009,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,AUS,Australia,94,"[25.0, 0.0]","[30.0, -20.0]","[133.0, -27.0]"
155,2009,COD,Dem. Rep. of the Congo,MWI,Malawi,NOR,Norway,6,"[25.0, 0.0]","[34.0, -13.5]","[10.0, 62.0]"
156,2009,COD,Dem. Rep. of the Congo,ZAF,South Africa,USA,United States of America,82,"[25.0, 0.0]","[24.0, -29.0]","[-97.0, 38.0]"
157,2009,ERI,Eritrea,ZWE,Zimbabwe,AUS,Australia,1,"[39.0, 15.0]","[30.0, -20.0]","[133.0, -27.0]"
158,2009,SOM,Somalia,MWI,Malawi,NOR,Norway,2,"[49.0, 10.0]","[34.0, -13.5]","[10.0, 62.0]"
159,2009,COD,Dem. Rep. of the Congo,AGO,Angola,FRA,France,3,"[25.0, 0.0]","[18.5, -12.5]","[2.0, 46.0]"
160,2009,SOM,Somalia,ZAF,South Africa,USA,United States of America,655,"[49.0, 10.0]","[24.0, -29.0]","[-97.0, 38.0]"
161,2009,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,NOR,Norway,5,"[25.0, 0.0]","[30.0, -20.0]","[10.0, 62.0]"
162,2009,COD,Dem. Rep. of the Congo,ZMB,Zambia,USA,United States of America,271,"[25.0, 0.0]","[30.0, -15.0]","[-97.0, 38.0]"
163,2009,COD,Dem. Rep. of the Congo,ZAF,South Africa,CAN,Canada,5,"[25.0, 0.0]","[24.0, -29.0]","[-95.0, 60.0]"
164,2009,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,USA,United States of America,97,"[25.0, 0.0]","[30.0, -20.0]","[-97.0, 38.0]"
165,2009,SOM,Somalia,ZAF,South Africa,CAN,Canada,15,"[49.0, 10.0]","[24.0, -29.0]","[-95.0, 60.0]"
166,2009,COD,Dem. Rep. of the Congo,AGO,Angola,USA,United States of America,1,"[25.0, 0.0]","[18.5, -12.5]","[-97.0, 38.0]"
167,2009,COD,Dem. Rep. of the Congo,ZMB,Zambia,CAN,Canada,17,"[25.0, 0.0]","[30.0, -15.0]","[-95.0, 60.0]"
168,2009,COD,Dem. Rep. of the Congo,BWA,Botswana,USA,United States of America,12,"[25.0, 0.0]","[24.0, -22.0]","[-97.0, 38.0]"
169,2009,COD,Dem. Rep. of the Congo,NAM,Namibia,NLD,Netherlands,4,"[25.0, 0.0]","[17.0, -22.0]","[5.75, 52.5]"
170,2009,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,CAN,Canada,49,"[25.0, 0.0]","[30.0, -20.0]","[-95.0, 60.0]"
171,2009,SOM,Somalia,BWA,Botswana,USA,United States of America,20,"[49.0, 10.0]","[24.0, -22.0]","[-97.0, 38.0]"
172,2009,SOM,Somalia,ZWE,Zimbabwe,CAN,Canada,3,"[49.0, 10.0]","[30.0, -20.0]","[-95.0, 60.0]"
173,2009,COD,Dem. Rep. of the Congo,MWI,Malawi,USA,United States of America,118,"[25.0, 0.0]","[34.0, -13.5]","[-97.0, 38.0]"
174,2009,COD,Dem. Rep. of the Congo,ZAF,South Africa,AUS,Australia,6,"[25.0, 0.0]","[24.0, -29.0]","[133.0, -27.0]"
175,2009,SOM,Somalia,ZAF,South Africa,AUS,Australia,1,"[49.0, 10.0]","[24.0, -29.0]","[133.0, -27.0]"
176,2009,SOM,Somalia,MWI,Malawi,USA,United States of America,3,"[49.0, 10.0]","[34.0, -13.5]","[-97.0, 38.0]"
177,2010,ERI,Eritrea,MOZ,Mozambique,USA,United States of America,1,"[39.0, 15.0]","[35.0, -18.25]","[-97.0, 38.0]"
178,2010,COD,Dem. Rep. of the Congo,MWI,Malawi,CAN,Canada,70,"[25.0, 0.0]","[34.0, -13.5]","[-95.0, 60.0]"
179,2010,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,USA,United States of America,160,"[25.0, 0.0]","[30.0, -20.0]","[-97.0, 38.0]"
180,2010,COD,Dem. Rep. of the Congo,NAM,Namibia,USA,United States of America,80,"[25.0, 0.0]","[17.0, -22.0]","[-97.0, 38.0]"
181,2010,SDN,Sudan,MWI,Malawi,CAN,Canada,2,"[30.0, 15.0]","[34.0, -13.5]","[-95.0, 60.0]"
