,Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons),Country of Origin Coordinates,Country of Asylum Coordinates,Country of Resettlement Coordinates
87,2003,IRN,Iran (Islamic Rep. of),UKR,Ukraine,NLD,Netherlands,2,"[53.0, 32.0]","[32.0, 49.0]","[5.75, 52.5]"
88,2003,IRN,Iran (Islamic Rep. of),TUR,Turkey,NZL,New Zealand,7,"[53.0, 32.0]","[35.0, 39.0]","[174.0, -41.0]"
89,2003,AFG,Afghanistan,TUR,Turkey,CAN,Canada,33,"[65.0, 33.0]","[35.0, 39.0]","[-95.0, 60.0]"
90,2003,IRQ,Iraq,TUR,Turkey,SWE,Sweden,83,"[44.0, 33.0]","[35.0, 39.0]","[15.0, 62.0]"
91,2003,ERI,Eritrea,TUR,Turkey,NOR,Norway,2,"[39.0, 15.0]","[35.0, 39.0]","[10.0, 62.0]"
92,2003,IRQ,Iraq,TUR,Turkey,USA,United States of America,7,"[44.0, 33.0]","[35.0, 39.0]","[-97.0, 38.0]"
93,2004,AFG,Afghanistan,AZE,Azerbaijan,NLD,Netherlands,4,"[65.0, 33.0]","[47.5, 40.5]","[5.75, 52.5]"
94,2004,SYR,Syrian Arab Rep.,TUR,Turkey,SWE,Sweden,5,"[38.0, 35.0]","[35.0, 39.0]","[15.0, 62.0]"
95,2004,SOM,Somalia,RUS,Russian Federation,USA,United States of America,11,"[49.0, 10.0]","[100.0, 60.0]","[-97.0, 38.0]"
96,2004,COD,Dem. Rep. of the Congo,UKR,Ukraine,CAN,Canada,1,"[25.0, 0.0]","[32.0, 49.0]","[-95.0, 60.0]"
97,2004,SOM,Somalia,RUS,Russian Federation,GBR,United Kingdom of Great Britain and Northern Ireland,1,"[49.0, 10.0]","[100.0, 60.0]","[-2.0, 54.0]"
98,2004,AFG,Afghanistan,TUR,Turkey,FIN,Finland,20,"[65.0, 33.0]","[35.0, 39.0]","[26.0, 64.0]"
99,2004,IRQ,Iraq,AZE,Azerbaijan,NZL,New Zealand,5,"[44.0, 33.0]","[47.5, 40.5]","[174.0, -41.0]"
100,2004,SYR,Syrian Arab Rep.,UKR,Ukraine,NLD,Netherlands,1,"[38.0, 35.0]","[32.0, 49.0]","[5.75, 52.5]"
101,2004,IRN,Iran (Islamic Rep. of),UKR,Ukraine,DNK,Denmark,2,"[53.0, 32.0]","[32.0, 49.0]","[10.0, 56.0]"
102,2004,COD,Dem. Rep. of the Congo,RUS,Russian Federation,CAN,Canada,2,"[25.0, 0.0]","[100.0, 60.0]","[-95.0, 60.0]"
103,2004,ERI,Eritrea,TUR,Turkey,FIN,Finland,2,"[39.0, 15.0]","[35.0, 39.0]","[26.0, 64.0]"
104,2004,AFG,Afghanistan,BLR,Belarus,NLD,Netherlands,8,"[65.0, 33.0]","[28.0, 53.0]","[5.75, 52.5]"
105,2004,AFG,Afghanistan,UKR,Ukraine,SWE,Sweden,8,"[65.0, 33.0]","[32.0, 49.0]","[15.0, 62.0]"
106,2004,AFG,Afghanistan,TUR,Turkey,USA,United States of America,13,"[65.0, 33.0]","[35.0, 39.0]","[-97.0, 38.0]"
107,2004,IRN,Iran (Islamic Rep. of),UKR,Ukraine,CAN,Canada,2,"[53.0, 32.0]","[32.0, 49.0]","[-95.0, 60.0]"
108,2004,IRN,Iran (Islamic Rep. of),TUR,Turkey,GBR,United Kingdom of Great Britain and Northern Ireland,4,"[53.0, 32.0]","[35.0, 39.0]","[-2.0, 54.0]"
109,2004,IRQ,Iraq,RUS,Russian Federation,CAN,Canada,36,"[44.0, 33.0]","[100.0, 60.0]","[-95.0, 60.0]"
110,2004,IRN,Iran (Islamic Rep. of),TUR,Turkey,FIN,Finland,134,"[53.0, 32.0]","[35.0, 39.0]","[26.0, 64.0]"
111,2004,AFG,Afghanistan,HRV,Croatia,NLD,Netherlands,1,"[65.0, 33.0]","[15.5, 45.1667]","[5.75, 52.5]"
112,2004,IRQ,Iraq,UKR,Ukraine,SWE,Sweden,5,"[44.0, 33.0]","[32.0, 49.0]","[15.0, 62.0]"
113,2004,IRN,Iran (Islamic Rep. of),TUR,Turkey,USA,United States of America,785,"[53.0, 32.0]","[35.0, 39.0]","[-97.0, 38.0]"
114,2004,IRQ,Iraq,UKR,Ukraine,CAN,Canada,4,"[44.0, 33.0]","[32.0, 49.0]","[-95.0, 60.0]"
115,2004,SOM,Somalia,RUS,Russian Federation,CAN,Canada,1,"[49.0, 10.0]","[100.0, 60.0]","[-95.0, 60.0]"
116,2004,IRQ,Iraq,TUR,Turkey,FIN,Finland,12,"[44.0, 33.0]","[35.0, 39.0]","[26.0, 64.0]"
117,2004,AFG,Afghanistan,RUS,Russian Federation,NLD,Netherlands,8,"[65.0, 33.0]","[100.0, 60.0]","[5.75, 52.5]"
118,2004,SOM,Somalia,UKR,Ukraine,SWE,Sweden,1,"[49.0, 10.0]","[32.0, 49.0]","[15.0, 62.0]"
119,2004,IRQ,Iraq,TUR,Turkey,USA,United States of America,2,"[44.0, 33.0]","[35.0, 39.0]","[-97.0, 38.0]"
120,2004,SYR,Syrian Arab Rep.,UKR,Ukraine,CAN,Canada,8,"[38.0, 35.0]","[32.0, 49.0]","[-95.0, 60.0]"
121,2004,IRQ,Iraq,AZE,Azerbaijan,SWE,Sweden,2,"[44.0, 33.0]","[47.5, 40.5]","[15.0, 62.0]"
122,2004,SDN,Sudan,RUS,Russian Federation,CAN,Canada,6,"[30.0, 15.0]","[100.0, 60.0]","[-95.0, 60.0]"
123,2004,SOM,Somalia,TUR,Turkey,FIN,Finland,35,"[49.0, 10.0]","[35.0, 39.0]","[26.0, 64.0]"
124,2004,IRQ,Iraq,RUS,Russian Federation,NLD,Netherlands,8,"[44.0, 33.0]","[100.0, 60.0]","[5.75, 52.5]"
125,2004,SOM,Somalia,TUR,Turkey,USA,United States of America,39,"[49.0, 10.0]","[35.0, 39.0]","[-97.0, 38.0]"
126,2004,AFG,Afghanistan,AZE,Azerbaijan,NOR,Norway,4,"[65.0, 33.0]","[47.5, 40.5]","[10.0, 62.0]"
127,2004,IRN,Iran (Islamic Rep. of),TUR,Turkey,DEU,Germany,1,"[53.0, 32.0]","[35.0, 39.0]","[9.0, 51.0]"
128,2004,AFG,Afghanistan,BLR,Belarus,SWE,Sweden,8,"[65.0, 33.0]","[28.0, 53.0]","[15.0, 62.0]"
129,2004,AFG,Afghanistan,TUR,Turkey,CAN,Canada,7,"[65.0, 33.0]","[35.0, 39.0]","[-95.0, 60.0]"
130,2004,SDN,Sudan,TUR,Turkey,FIN,Finland,3,"[30.0, 15.0]","[35.0, 39.0]","[26.0, 64.0]"
131,2004,SOM,Somalia,RUS,Russian Federation,NLD,Netherlands,2,"[49.0, 10.0]","[100.0, 60.0]","[5.75, 52.5]"
132,2004,SDN,Sudan,TUR,Turkey,USA,United States of America,1,"[30.0, 15.0]","[35.0, 39.0]","[-97.0, 38.0]"
133,2004,IRN,Iran (Islamic Rep. of),AZE,Azerbaijan,NOR,Norway,5,"[53.0, 32.0]","[47.5, 40.5]","[10.0, 62.0]"
134,2004,IRQ,Iraq,TUR,Turkey,DEU,Germany,30,"[44.0, 33.0]","[35.0, 39.0]","[9.0, 51.0]"
135,2004,IRN,Iran (Islamic Rep. of),GEO,Georgia,SWE,Sweden,6,"[53.0, 32.0]","[43.5, 42.0]","[15.0, 62.0]"
136,2004,AFG,Afghanistan,AZE,Azerbaijan,DNK,Denmark,3,"[65.0, 33.0]","[47.5, 40.5]","[10.0, 56.0]"
137,2004,AFG,Afghanistan,AZE,Azerbaijan,USA,United States of America,86,"[65.0, 33.0]","[47.5, 40.5]","[-97.0, 38.0]"
138,2004,ERI,Eritrea,TUR,Turkey,CAN,Canada,1,"[39.0, 15.0]","[35.0, 39.0]","[-95.0, 60.0]"
139,2004,IRN,Iran (Islamic Rep. of),UKR,Ukraine,FIN,Finland,1,"[53.0, 32.0]","[32.0, 49.0]","[26.0, 64.0]"
140,2004,IRN,Iran (Islamic Rep. of),TUR,Turkey,NLD,Netherlands,3,"[53.0, 32.0]","[35.0, 39.0]","[5.75, 52.5]"
141,2004,AFG,Afghanistan,UKR,Ukraine,USA,United States of America,5,"[65.0, 33.0]","[32.0, 49.0]","[-97.0, 38.0]"
142,2004,AFG,Afghanistan,RUS,Russian Federation,DNK,Denmark,12,"[65.0, 33.0]","[100.0, 60.0]","[10.0, 56.0]"
143,2004,AFG,Afghanistan,RUS,Russian Federation,NOR,Norway,6,"[65.0, 33.0]","[100.0, 60.0]","[10.0, 62.0]"
144,2004,IRN,Iran (Islamic Rep. of),TUR,Turkey,AUS,Australia,227,"[53.0, 32.0]","[35.0, 39.0]","[133.0, -27.0]"
145,2004,AFG,Afghanistan,RUS,Russian Federation,SWE,Sweden,13,"[65.0, 33.0]","[100.0, 60.0]","[15.0, 62.0]"
146,2004,IRN,Iran (Islamic Rep. of),AZE,Azerbaijan,USA,United States of America,1,"[53.0, 32.0]","[47.5, 40.5]","[-97.0, 38.0]"
147,2004,IRN,Iran (Islamic Rep. of),TUR,Turkey,CAN,Canada,298,"[53.0, 32.0]","[35.0, 39.0]","[-95.0, 60.0]"
148,2004,AFG,Afghanistan,TUR,Turkey,SWE,Sweden,11,"[65.0, 33.0]","[35.0, 39.0]","[15.0, 62.0]"
149,2004,IRN,Iran (Islamic Rep. of),UKR,Ukraine,USA,United States of America,13,"[53.0, 32.0]","[32.0, 49.0]","[-97.0, 38.0]"
150,2004,IRQ,Iraq,UKR,Ukraine,FIN,Finland,1,"[44.0, 33.0]","[32.0, 49.0]","[26.0, 64.0]"
151,2004,AFG,Afghanistan,UKR,Ukraine,NLD,Netherlands,4,"[65.0, 33.0]","[32.0, 49.0]","[5.75, 52.5]"
152,2004,COD,Dem. Rep. of the Congo,RUS,Russian Federation,SWE,Sweden,2,"[25.0, 0.0]","[100.0, 60.0]","[15.0, 62.0]"
153,2004,COD,Dem. Rep. of the Congo,RUS,Russian Federation,DNK,Denmark,1,"[25.0, 0.0]","[100.0, 60.0]","[10.0, 56.0]"
154,2004,COD,Dem. Rep. of the Congo,RUS,Russian Federation,NOR,Norway,1,"[25.0, 0.0]","[100.0, 60.0]","[10.0, 62.0]"
155,2004,IRN,Iran (Islamic Rep. of),BIH,Bosnia and Herzegovina,USA,United States of America,1,"[53.0, 32.0]","[18.0, 44.0]","[-97.0, 38.0]"
156,2004,IRQ,Iraq,TUR,Turkey,CAN,Canada,13,"[44.0, 33.0]","[35.0, 39.0]","[-95.0, 60.0]"
157,2004,IRN,Iran (Islamic Rep. of),TUR,Turkey,SWE,Sweden,235,"[53.0, 32.0]","[35.0, 39.0]","[15.0, 62.0]"
158,2004,SOM,Somalia,UKR,Ukraine,USA,United States of America,5,"[49.0, 10.0]","[32.0, 49.0]","[-97.0, 38.0]"
159,2004,IRN,Iran (Islamic Rep. of),UKR,Ukraine,NLD,Netherlands,1,"[53.0, 32.0]","[32.0, 49.0]","[5.75, 52.5]"
160,2004,SOM,Somalia,RUS,Russian Federation,SWE,Sweden,1,"[49.0, 10.0]","[100.0, 60.0]","[15.0, 62.0]"
161,2004,IRQ,Iraq,RUS,Russian Federation,DNK,Denmark,5,"[44.0, 33.0]","[100.0, 60.0]","[10.0, 56.0]"
162,2004,IRN,Iran (Islamic Rep. of),TUR,Turkey,NOR,Norway,81,"[53.0, 32.0]","[35.0, 39.0]","[10.0, 62.0]"
163,2004,AFG,Afghanistan,AZE,Azerbaijan,CAN,Canada,16,"[65.0, 33.0]","[47.5, 40.5]","[-95.0, 60.0]"
164,2004,AFG,Afghanistan,RUS,Russian Federation,USA,United States of America,261,"[65.0, 33.0]","[100.0, 60.0]","[-97.0, 38.0]"
165,2004,SOM,Somalia,TUR,Turkey,CAN,Canada,10,"[49.0, 10.0]","[35.0, 39.0]","[-95.0, 60.0]"
166,2004,AFG,Afghanistan,AZE,Azerbaijan,GBR,United Kingdom of Great Britain and Northern Ireland,8,"[65.0, 33.0]","[47.5, 40.5]","[-2.0, 54.0]"
167,2004,AFG,Afghanistan,RUS,Russian Federation,FIN,Finland,7,"[65.0, 33.0]","[100.0, 60.0]","[26.0, 64.0]"
168,2004,IRQ,Iraq,TUR,Turkey,SWE,Sweden,61,"[44.0, 33.0]","[35.0, 39.0]","[15.0, 62.0]"
169,2004,SDN,Sudan,UKR,Ukraine,USA,United States of America,1,"[30.0, 15.0]","[32.0, 49.0]","[-97.0, 38.0]"
170,2004,IRQ,Iraq,UKR,Ukraine,NLD,Netherlands,4,"[44.0, 33.0]","[32.0, 49.0]","[5.75, 52.5]"
171,2004,SDN,Sudan,RUS,Russian Federation,DNK,Denmark,1,"[30.0, 15.0]","[100.0, 60.0]","[10.0, 56.0]"
172,2004,SYR,Syrian Arab Rep.,UKR,Ukraine,NOR,Norway,1,"[38.0, 35.0]","[32.0, 49.0]","[10.0, 62.0]"
173,2004,IRN,Iran (Islamic Rep. of),AZE,Azerbaijan,CAN,Canada,13,"[53.0, 32.0]","[47.5, 40.5]","[-95.0, 60.0]"
174,2004,SDN,Sudan,TUR,Turkey,SWE,Sweden,5,"[30.0, 15.0]","[35.0, 39.0]","[15.0, 62.0]"
175,2004,COD,Dem. Rep. of the Congo,RUS,Russian Federation,USA,United States of America,6,"[25.0, 0.0]","[100.0, 60.0]","[-97.0, 38.0]"
176,2004,SYR,Syrian Arab Rep.,TUR,Turkey,CAN,Canada,3,"[38.0, 35.0]","[35.0, 39.0]","[-95.0, 60.0]"
177,2004,AFG,Afghanistan,RUS,Russian Federation,GBR,United Kingdom of Great Britain and Northern Ireland,2,"[65.0, 33.0]","[100.0, 60.0]","[-2.0, 54.0]"
178,2004,IRQ,Iraq,RUS,Russian Federation,FIN,Finland,5,"[44.0, 33.0]","[100.0, 60.0]","[26.0, 64.0]"
179,2004,SYR,Syrian Arab Rep.,UKR,Ukraine,USA,United States of America,1,"[38.0, 35.0]","[32.0, 49.0]","[-97.0, 38.0]"
180,2004,SOM,Somalia,UKR,Ukraine,NLD,Netherlands,1,"[49.0, 10.0]","[32.0, 49.0]","[5.75, 52.5]"
181,2004,AFG,Afghanistan,UKR,Ukraine,DNK,Denmark,4,"[65.0, 33.0]","[32.0, 49.0]","[10.0, 56.0]"
182,2004,AFG,Afghanistan,RUS,Russian Federation,CAN,Canada,107,"[65.0, 33.0]","[100.0, 60.0]","[-95.0, 60.0]"
183,2005,AFG,Afghanistan,AZE,Azerbaijan,USA,United States of America,12,"[65.0, 33.0]","[47.5, 40.5]","[-97.0, 38.0]"
