Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2016,COD,Dem. Rep. of the Congo,RWA,Rwanda,CAN,Canada,45
2016,ERI,Eritrea,ETH,Ethiopia,NOR,Norway,2
2016,SOM,Somalia,UGA,Uganda,GBR,United Kingdom of Great Britain and Northern Ireland,4
2016,SDN,Sudan,ETH,Ethiopia,USA,United States of America,430
2016,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,AUS,Australia,2
2016,COD,Dem. Rep. of the Congo,COG,Congo,SWE,Sweden,2
2016,IRN,Iran (Islamic Rep. of),UGA,Uganda,USA,United States of America,2
2016,COD,Dem. Rep. of the Congo,UGA,Uganda,SWE,Sweden,265
2016,ERI,Eritrea,SDN,Sudan,CAN,Canada,248
2016,SOM,Somalia,ETH,Ethiopia,NOR,Norway,1
2016,COD,Dem. Rep. of the Congo,COG,Congo,DNK,Denmark,2
2016,COD,Dem. Rep. of the Congo,KEN,Kenya,USA,United States of America,1035
2016,SDN,Sudan,ERI,Eritrea,SWE,Sweden,1
2016,SOM,Somalia,UGA,Uganda,USA,United States of America,242
2016,COD,Dem. Rep. of the Congo,BDI,Burundi,USA,United States of America,1499
2016,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,CAN,Canada,108
2016,ERI,Eritrea,SDN,Sudan,NOR,Norway,6
2016,SOM,Somalia,KEN,Kenya,DNK,Denmark,6
2016,COD,Dem. Rep. of the Congo,BDI,Burundi,AUS,Australia,258
2016,ERI,Eritrea,KEN,Kenya,USA,United States of America,25
2016,ERI,Eritrea,ETH,Ethiopia,SWE,Sweden,3
2016,SDN,Sudan,UGA,Uganda,USA,United States of America,6
2016,COD,Dem. Rep. of the Congo,COG,Congo,USA,United States of America,21
2016,COD,Dem. Rep. of the Congo,UGA,Uganda,CAN,Canada,95
2016,SOM,Somalia,KEN,Kenya,USA,United States of America,3643
2016,COD,Dem. Rep. of the Congo,COD,Dem. Rep. of the Congo,FRA,France,3
2016,COD,Dem. Rep. of the Congo,UGA,Uganda,NOR,Norway,11
2016,ERI,Eritrea,ETH,Ethiopia,AUS,Australia,116
2016,SOM,Somalia,ETH,Ethiopia,SWE,Sweden,11
2016,COD,Dem. Rep. of the Congo,COD,Dem. Rep. of the Congo,USA,United States of America,18
2016,ERI,Eritrea,UGA,Uganda,CAN,Canada,1
2016,SDN,Sudan,KEN,Kenya,USA,United States of America,103
2016,ERI,Eritrea,ETH,Ethiopia,FRA,France,10
2016,SOM,Somalia,ETH,Ethiopia,AUS,Australia,19
2016,COD,Dem. Rep. of the Congo,BDI,Burundi,CAN,Canada,136
2016,COD,Dem. Rep. of the Congo,KEN,Kenya,SWE,Sweden,24
2016,ERI,Eritrea,UGA,Uganda,SWE,Sweden,3
2016,COD,Dem. Rep. of the Congo,BDI,Burundi,GBR,United Kingdom of Great Britain and Northern Ireland,215
2016,SDN,Sudan,COD,Dem. Rep. of the Congo,USA,United States of America,3
2016,SYR,Syrian Arab Rep.,KEN,Kenya,USA,United States of America,5
2016,COD,Dem. Rep. of the Congo,RWA,Rwanda,FRA,France,4
2016,SDN,Sudan,ETH,Ethiopia,AUS,Australia,6
2016,COD,Dem. Rep. of the Congo,COG,Congo,CAN,Canada,35
2016,ERI,Eritrea,KEN,Kenya,SWE,Sweden,4
2016,SOM,Somalia,UGA,Uganda,SWE,Sweden,3
2017,COD,Dem. Rep. of the Congo,RWA,Rwanda,FIN,Finland,3
2017,ERI,Eritrea,ETH,Ethiopia,SWE,Sweden,3
2017,SDN,Sudan,ETH,Ethiopia,USA,United States of America,299
2017,SOM,Somalia,UGA,Uganda,CAN,Canada,35
2017,ERI,Eritrea,SSD,South Sudan,NOR,Norway,1
2017,COD,Dem. Rep. of the Congo,BDI,Burundi,CAN,Canada,1
2017,ERI,Eritrea,KEN,Kenya,AUS,Australia,24
2017,COD,Dem. Rep. of the Congo,UGA,Uganda,SWE,Sweden,583
2017,COD,Dem. Rep. of the Congo,TZA,United Rep. of Tanzania,USA,United States of America,4602
