,Year,Country of Origin (ISO),Country of Origin,Country of Resettlement (ISO),Country of Resettlement,Female 0-17,Female 18-59,Female 60+,Female (unknown age),Female Total,Male 0-17,Male 18-59,Male 60+,Male (unknown age),Male Total,Other/Unknown,Grand Total,Country of Origin Coordinates,Country of Resettlement Coordinates
330,2019,SYR,Syrian Arab Rep.,HRV,Croatia,10.0,8.0,1.0,0.0,19.0,15.0,7.0,0.0,0.0,22.0,0.0,41.0,,[15.5    45.1667]
331,2019,SDN,Sudan,LUX,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,[30. 15.],[ 6.1667 49.75  ]
332,2019,MMR,Myanmar,CAN,Canada,19.0,21.0,2.0,0.0,42.0,16.0,23.0,1.0,0.0,40.0,0.0,82.0,[98. 22.],[-95.  60.]
333,2019,SYR,Syrian Arab Rep.,DEU,Germany,1266.0,1122.0,102.0,0.0,2490.0,1463.0,1029.0,64.0,0.0,2556.0,0.0,5046.0,,[ 9. 51.]
334,2019,SYR,Syrian Arab Rep.,ARG,Argentina,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,,[-64. -34.]
335,2019,ERI,Eritrea,USA,United States of America,232.0,233.0,2.0,0.0,467.0,304.0,206.0,2.0,0.0,512.0,0.0,979.0,[39. 15.],
336,2019,ERI,Eritrea,LUX,Luxembourg,1.0,2.0,0.0,0.0,3.0,1.0,7.0,0.0,0.0,8.0,0.0,11.0,[39. 15.],[ 6.1667 49.75  ]
337,2019,All others,All others,BRA,Brazil,5.0,14.0,0.0,0.0,19.0,14.0,12.0,0.0,0.0,26.0,0.0,45.0,,[-55. -10.]
338,2019,ERI,Eritrea,AUS,Australia,16.0,20.0,1.0,0.0,37.0,7.0,5.0,0.0,0.0,12.0,0.0,49.0,[39. 15.],[133. -27.]
339,2019,SYR,Syrian Arab Rep.,NZL,New Zealand,6.0,2.0,1.0,0.0,9.0,2.0,2.0,0.0,0.0,4.0,0.0,13.0,,[174. -41.]
340,2019,All others,All others,DNK,Denmark,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,[10. 56.]
341,2019,ERI,Eritrea,CAN,Canada,21.0,52.0,1.0,0.0,74.0,24.0,70.0,1.0,0.0,95.0,1.0,170.0,[39. 15.],[-95.  60.]
342,2019,BTN,Bhutan,AUS,Australia,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,[90.5 27.5],[133. -27.]
343,2019,SYR,Syrian Arab Rep.,ITA,Italy,102.0,67.0,2.0,0.0,171.0,102.0,71.0,2.0,0.0,175.0,0.0,346.0,,[12.8333 42.8333]
344,2019,SDN,Sudan,ESP,Spain,1.0,4.0,1.0,0.0,6.0,3.0,2.0,0.0,0.0,5.0,0.0,11.0,[30. 15.],[-4. 40.]
345,2019,MMR,Myanmar,NOR,Norway,1.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,6.0,[98. 22.],[10. 62.]
346,2019,IRQ,Iraq,FRA,France,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,[44. 33.],[ 2. 46.]
347,2019,IRN,Iran (Islamic Rep. of),SWE,Sweden,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,4.0,0.0,5.0,,[15. 62.]
348,2019,SOM,Somalia,NZL,New Zealand,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,[49. 10.],[174. -41.]
349,2019,IRN,Iran (Islamic Rep. of),ESP,Spain,0.0,17.0,1.0,0.0,18.0,1.0,64.0,0.0,0.0,65.0,0.0,83.0,,[-4. 40.]
350,2019,SOM,Somalia,DNK,Denmark,4.0,4.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,10.0,[49. 10.],[10. 56.]
351,2019,ERI,Eritrea,NOR,Norway,9.0,36.0,0.0,0.0,45.0,5.0,21.0,0.0,0.0,26.0,0.0,71.0,[39. 15.],[10. 62.]
352,2019,All others,All others,LUX,Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,,[ 6.1667 49.75  ]
353,2019,ERI,Eritrea,DEU,Germany,11.0,7.0,0.0,0.0,18.0,7.0,8.0,1.0,0.0,16.0,0.0,34.0,[39. 15.],[ 9. 51.]
354,2019,COD,Dem. Rep. of the Congo,NOR,Norway,315.0,262.0,3.0,0.0,580.0,316.0,209.0,7.0,0.0,532.0,0.0,1112.0,,[10. 62.]
355,2019,IRQ,Iraq,GBR,United Kingdom of Great Britain and Northern Ireland,44.0,58.0,4.0,0.0,106.0,52.0,41.0,1.0,0.0,94.0,0.0,200.0,[44. 33.],
356,2019,SYR,Syrian Arab Rep.,CAN,Canada,1146.0,919.0,34.0,0.0,2099.0,1325.0,920.0,35.0,0.0,2280.0,0.0,4379.0,,[-95.  60.]
357,2019,All others,All others,NZL,New Zealand,64.0,82.0,4.0,0.0,150.0,77.0,73.0,2.0,0.0,152.0,0.0,302.0,,[174. -41.]
358,2019,COD,Dem. Rep. of the Congo,NZL,New Zealand,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,3.0,,[174. -41.]
359,2019,SYR,Syrian Arab Rep.,MLT,Malta,7.0,4.0,0.0,0.0,11.0,3.0,3.0,0.0,0.0,6.0,0.0,17.0,,[14.5833 35.8333]
360,2019,IRQ,Iraq,IRL,Ireland,3.0,4.0,1.0,0.0,8.0,4.0,4.0,1.0,0.0,9.0,0.0,17.0,[44. 33.],[-8. 53.]
361,2019,SYR,Syrian Arab Rep.,CHE,Switzerland,198.0,157.0,1.0,0.0,356.0,223.0,158.0,1.0,0.0,382.0,0.0,738.0,,[ 8. 47.]
362,2019,All others,All others,USA,United States of America,664.0,718.0,19.0,0.0,1401.0,725.0,661.0,12.0,0.0,1398.0,0.0,2799.0,,
363,2019,AFG,Afghanistan,NZL,New Zealand,3.0,3.0,0.0,0.0,6.0,6.0,3.0,0.0,0.0,9.0,0.0,15.0,[65. 33.],[174. -41.]
364,2019,SOM,Somalia,MLT,Malta,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[49. 10.],[14.5833 35.8333]
365,2019,SOM,Somalia,AUS,Australia,5.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.0,9.0,[49. 10.],[133. -27.]
366,2019,All others,All others,AUS,Australia,174.0,249.0,9.0,0.0,432.0,195.0,182.0,10.0,2.0,389.0,0.0,821.0,,[133. -27.]
367,2019,COD,Dem. Rep. of the Congo,FRA,France,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,5.0,,[ 2. 46.]
368,2019,AFG,Afghanistan,FIN,Finland,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,5.0,[65. 33.],[26. 64.]
369,2019,SYR,Syrian Arab Rep.,IRL,Ireland,161.0,152.0,2.0,0.0,315.0,210.0,154.0,3.0,0.0,367.0,0.0,682.0,,[-8. 53.]
370,2019,SDN,Sudan,NLD,Netherlands,23.0,25.0,0.0,0.0,48.0,18.0,16.0,1.0,0.0,35.0,0.0,83.0,[30. 15.],[ 5.75 52.5 ]
371,2019,SDN,Sudan,CAN,Canada,56.0,61.0,0.0,0.0,117.0,64.0,108.0,4.0,0.0,176.0,0.0,293.0,[30. 15.],[-95.  60.]
372,2019,SYR,Syrian Arab Rep.,ESP,Spain,243.0,221.0,6.0,0.0,470.0,284.0,243.0,4.0,0.0,531.0,0.0,1001.0,,[-4. 40.]
373,2019,IRQ,Iraq,ESP,Spain,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[44. 33.],[-4. 40.]
374,2019,SYR,Syrian Arab Rep.,AUS,Australia,4.0,5.0,0.0,0.0,9.0,8.0,9.0,0.0,0.0,17.0,0.0,26.0,,[133. -27.]
375,2019,IRN,Iran (Islamic Rep. of),AUS,Australia,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,[133. -27.]
376,2019,SOM,Somalia,CAN,Canada,461.0,486.0,19.0,0.0,966.0,462.0,373.0,22.0,0.0,857.0,0.0,1823.0,[49. 10.],[-95.  60.]
377,2019,All others,All others,DEU,Germany,51.0,43.0,5.0,0.0,99.0,53.0,24.0,0.0,0.0,77.0,0.0,176.0,,[ 9. 51.]
378,2019,SYR,Syrian Arab Rep.,PRT,Portugal,111.0,114.0,3.0,0.0,228.0,162.0,139.0,4.0,0.0,305.0,0.0,533.0,,[-8.  39.5]
379,2019,SDN,Sudan,DEU,Germany,104.0,107.0,1.0,0.0,212.0,118.0,83.0,3.0,0.0,204.0,0.0,416.0,[30. 15.],[ 9. 51.]
380,2019,SYR,Syrian Arab Rep.,BEL,Belgium,170.0,187.0,9.0,0.0,366.0,196.0,170.0,7.0,0.0,373.0,0.0,739.0,,[ 4.     50.8333]
381,2019,SOM,Somalia,DEU,Germany,181.0,148.0,4.0,0.0,333.0,163.0,98.0,4.0,0.0,265.0,0.0,598.0,[49. 10.],[ 9. 51.]
382,2019,All others,All others,GBR,United Kingdom of Great Britain and Northern Ireland,63.0,85.0,4.0,0.0,152.0,66.0,79.0,2.0,0.0,147.0,0.0,299.0,,
383,2019,SDN,Sudan,FIN,Finland,3.0,7.0,0.0,0.0,10.0,1.0,14.0,0.0,0.0,15.0,0.0,25.0,[30. 15.],[26. 64.]
384,2019,MMR,Myanmar,NZL,New Zealand,13.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,0.0,2.0,0.0,15.0,[98. 22.],[174. -41.]
385,2019,IRN,Iran (Islamic Rep. of),USA,United States of America,1.0,2.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,4.0,0.0,7.0,,
386,2019,SOM,Somalia,PRT,Portugal,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,4.0,[49. 10.],[-8.  39.5]
387,2019,SOM,Somalia,FIN,Finland,3.0,23.0,0.0,0.0,26.0,1.0,13.0,0.0,0.0,14.0,0.0,40.0,[49. 10.],[26. 64.]
388,2019,ERI,Eritrea,NZL,New Zealand,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,[39. 15.],[174. -41.]
389,2019,ERI,Eritrea,FIN,Finland,1.0,15.0,0.0,0.0,16.0,1.0,56.0,0.0,0.0,57.0,0.0,73.0,[39. 15.],[26. 64.]
390,2019,SYR,Syrian Arab Rep.,FRA,France,311.0,231.0,4.0,0.0,546.0,336.0,251.0,7.0,0.0,594.0,0.0,1140.0,,[ 2. 46.]
391,2019,SDN,Sudan,FRA,France,157.0,149.0,8.0,0.0,314.0,161.0,147.0,5.0,0.0,313.0,0.0,627.0,[30. 15.],[ 2. 46.]
392,2019,MMR,Myanmar,SWE,Sweden,1.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,5.0,[98. 22.],[15. 62.]
393,2019,IRQ,Iraq,USA,United States of America,12.0,2.0,0.0,0.0,14.0,26.0,0.0,0.0,0.0,26.0,0.0,40.0,[44. 33.],
394,2019,IRQ,Iraq,AUS,Australia,108.0,227.0,29.0,0.0,364.0,94.0,198.0,30.0,0.0,322.0,0.0,686.0,[44. 33.],[133. -27.]
395,2019,SOM,Somalia,SWE,Sweden,171.0,132.0,7.0,0.0,310.0,173.0,70.0,2.0,0.0,245.0,0.0,555.0,[49. 10.],[15. 62.]
396,2019,SOM,Somalia,FRA,France,5.0,25.0,0.0,0.0,30.0,13.0,13.0,0.0,0.0,26.0,0.0,56.0,[49. 10.],[ 2. 46.]
397,2019,ERI,Eritrea,PRT,Portugal,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,[39. 15.],[-8.  39.5]
398,2019,ERI,Eritrea,FRA,France,5.0,24.0,0.0,0.0,29.0,11.0,131.0,0.0,0.0,142.0,0.0,171.0,[39. 15.],[ 2. 46.]
399,2019,All others,All others,URY,Uruguay,3.0,7.0,0.0,0.0,10.0,3.0,7.0,0.0,0.0,10.0,0.0,20.0,,[-56. -33.]
400,2019,COD,Dem. Rep. of the Congo,SWE,Sweden,128.0,106.0,3.0,0.0,237.0,115.0,88.0,3.0,0.0,206.0,0.0,443.0,,[15. 62.]
401,2019,SYR,Syrian Arab Rep.,NLD,Netherlands,160.0,202.0,11.0,0.0,373.0,215.0,225.0,12.0,0.0,452.0,0.0,825.0,,[ 5.75 52.5 ]
402,2019,IRQ,Iraq,CAN,Canada,80.0,135.0,14.0,0.0,229.0,98.0,148.0,16.0,0.0,262.0,0.0,491.0,[44. 33.],[-95.  60.]
403,2019,IRN,Iran (Islamic Rep. of),KOR,Rep. of Korea,1.0,4.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,7.0,,
404,2019,SOM,Somalia,LUX,Luxembourg,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,5.0,[49. 10.],[ 6.1667 49.75  ]
405,2019,AFG,Afghanistan,SWE,Sweden,24.0,47.0,3.0,0.0,74.0,22.0,10.0,2.0,0.0,34.0,0.0,108.0,[65. 33.],[15. 62.]
406,2019,IRQ,Iraq,NLD,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,[44. 33.],[ 5.75 52.5 ]
407,2019,IRQ,Iraq,DNK,Denmark,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,[44. 33.],[10. 56.]
408,2019,IRN,Iran (Islamic Rep. of),NLD,Netherlands,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,[ 5.75 52.5 ]
409,2019,SOM,Somalia,NLD,Netherlands,7.0,8.0,0.0,0.0,15.0,8.0,6.0,0.0,0.0,14.0,0.0,29.0,[49. 10.],[ 5.75 52.5 ]
410,2019,ERI,Eritrea,MLT,Malta,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[39. 15.],[14.5833 35.8333]
411,2019,All others,All others,CHE,Switzerland,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,[ 8. 47.]
412,2019,COD,Dem. Rep. of the Congo,GBR,United Kingdom of Great Britain and Northern Ireland,3.0,3.0,0.0,0.0,6.0,5.0,7.0,0.0,0.0,12.0,0.0,18.0,,
413,2019,AFG,Afghanistan,FRA,France,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,0.0,6.0,[65. 33.],[ 2. 46.]
414,2019,SDN,Sudan,NOR,Norway,23.0,21.0,0.0,0.0,44.0,27.0,14.0,0.0,0.0,41.0,0.0,85.0,[30. 15.],[10. 62.]
415,2019,MMR,Myanmar,KOR,Rep. of Korea,6.0,10.0,0.0,0.0,16.0,5.0,3.0,0.0,0.0,8.0,0.0,24.0,[98. 22.],
416,2019,SYR,Syrian Arab Rep.,EST,Estonia,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,,[26. 59.]
417,2019,IRN,Iran (Islamic Rep. of),CAN,Canada,9.0,34.0,1.0,0.0,44.0,4.0,38.0,1.0,0.0,43.0,0.0,87.0,,[-95.  60.]
418,2019,All others,All others,FRA,France,161.0,144.0,4.0,0.0,309.0,119.0,118.0,5.0,0.0,242.0,7.0,558.0,,[ 2. 46.]
419,2019,AFG,Afghanistan,KOR,Rep. of Korea,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,[65. 33.],
420,2019,IRN,Iran (Islamic Rep. of),FIN,Finland,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,,[26. 64.]
421,2019,All others,All others,NOR,Norway,214.0,142.0,2.0,0.0,358.0,201.0,81.0,1.0,0.0,283.0,0.0,641.0,,[10. 62.]
422,,,,,,,,,,,,,,,,,,,
423,"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data. In addition, resettlement departure figures reported by UNHCR may not match resettlement statistics published by States as Government figures may include individuals who were resettled outside of UNHCR processes. More information about UNHCR's resettlement programe can be found at http://www.unhcr.org/resettlement.html.",,,,,,,,,,,,,,,,,,
