Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2018,COD,Dem. Rep. of the Congo,MWI,Malawi,SWE,Sweden,29
2018,SOM,Somalia,ZAF,South Africa,NLD,Netherlands,6
2018,COD,Dem. Rep. of the Congo,ZMB,Zambia,FIN,Finland,141
2018,ERI,Eritrea,ZAF,South Africa,CAN,Canada,2
2019,COD,Dem. Rep. of the Congo,MUS,Mauritius,CAN,Canada,10
2019,COD,Dem. Rep. of the Congo,ZMB,Zambia,FIN,Finland,120
2019,ERI,Eritrea,MDG,Madagascar,USA,United States of America,1
2019,COD,Dem. Rep. of the Congo,ZMB,Zambia,NOR,Norway,7
2019,COD,Dem. Rep. of the Congo,MWI,Malawi,CAN,Canada,113
2019,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,SWE,Sweden,6
2019,COD,Dem. Rep. of the Congo,MUS,Mauritius,FIN,Finland,1
2019,COD,Dem. Rep. of the Congo,BWA,Botswana,USA,United States of America,15
2019,COD,Dem. Rep. of the Congo,MUS,Mauritius,NOR,Norway,1
2019,COD,Dem. Rep. of the Congo,BWA,Botswana,CAN,Canada,23
2019,COD,Dem. Rep. of the Congo,ZWE,Zimbabwe,USA,United States of America,310
2019,ERI,Eritrea,BWA,Botswana,USA,United States of America,3
2019,COD,Dem. Rep. of the Congo,ZMB,Zambia,SWE,Sweden,2
2019,COD,Dem. Rep. of the Congo,MWI,Malawi,FIN,Finland,10
2019,ERI,Eritrea,BWA,Botswana,CAN,Canada,2
2019,COD,Dem. Rep. of the Congo,ZMB,Zambia,USA,United States of America,482
2019,COD,Dem. Rep. of the Congo,AGO,Angola,USA,United States of America,64
2019,COD,Dem. Rep. of the Congo,ZAF,South Africa,SWE,Sweden,1
2019,COD,Dem. Rep. of the Congo,ZAF,South Africa,USA,United States of America,267
2019,ERI,Eritrea,AGO,Angola,USA,United States of America,4
2019,COD,Dem. Rep. of the Congo,NAM,Namibia,SWE,Sweden,2
2019,SOM,Somalia,ZAF,South Africa,USA,United States of America,1
2019,SYR,Syrian Arab Rep.,MUS,Mauritius,SWE,Sweden,2
2019,COD,Dem. Rep. of the Congo,ZMB,Zambia,CAN,Canada,13
2019,COD,Dem. Rep. of the Congo,NAM,Namibia,USA,United States of America,59
2019,COD,Dem. Rep. of the Congo,MOZ,Mozambique,SWE,Sweden,7
2019,SOM,Somalia,ZMB,Zambia,CAN,Canada,8
2019,COD,Dem. Rep. of the Congo,MOZ,Mozambique,USA,United States of America,79
