Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2019,COD,Dem. Rep. of the Congo,MWI,Malawi,AUS,Australia,297
2019,COD,Dem. Rep. of the Congo,MWI,Malawi,SWE,Sweden,25
2019,COD,Dem. Rep. of the Congo,ZAF,South Africa,CAN,Canada,59
2019,COD,Dem. Rep. of the Congo,MWI,Malawi,USA,United States of America,229
2019,SOM,Somalia,MWI,Malawi,AUS,Australia,1
2019,SOM,Somalia,MDG,Madagascar,SWE,Sweden,1
2019,ERI,Eritrea,ZAF,South Africa,CAN,Canada,4
2019,AFG,Afghanistan,MDG,Madagascar,USA,United States of America,6
2019,COD,Dem. Rep. of the Congo,NAM,Namibia,CAN,Canada,99
2019,COD,Dem. Rep. of the Congo,MDG,Madagascar,USA,United States of America,8
