Year,Country of Origin (ISO),Country of Origin,Country of Asylum (ISO),Country of Asylum,Country of Resettlement (ISO),Country of Resettlement,Total submissions (persons)
2007,COD,Dem. Rep. of the Congo,NER,Niger,USA,United States of America,23
2007,COD,Dem. Rep. of the Congo,BFA,Burkina Faso,USA,United States of America,1
2007,SOM,Somalia,NER,Niger,FIN,Finland,2
2007,AFG,Afghanistan,CIV,Cote d'Ivoire,CAN,Canada,6
2007,SOM,Somalia,NER,Niger,USA,United States of America,1
2007,COD,Dem. Rep. of the Congo,NGA,Nigeria,NLD,Netherlands,3
2007,COD,Dem. Rep. of the Congo,CAF,Central African Rep.,USA,United States of America,83
2007,COD,Dem. Rep. of the Congo,BEN,Benin,AUS,Australia,34
2007,COD,Dem. Rep. of the Congo,CIV,Cote d'Ivoire,CAN,Canada,32
2007,SDN,Sudan,NER,Niger,USA,United States of America,5
2007,SDN,Sudan,CAF,Central African Rep.,USA,United States of America,5
2007,COD,Dem. Rep. of the Congo,CMR,Cameroon,AUS,Australia,56
2007,COD,Dem. Rep. of the Congo,NGA,Nigeria,CAN,Canada,85
2007,SDN,Sudan,NGA,Nigeria,USA,United States of America,1
2007,COD,Dem. Rep. of the Congo,CMR,Cameroon,USA,United States of America,73
2007,SDN,Sudan,CMR,Cameroon,AUS,Australia,1
2007,SOM,Somalia,NGA,Nigeria,CAN,Canada,11
2007,COD,Dem. Rep. of the Congo,TGO,Togo,USA,United States of America,13
2007,SDN,Sudan,CMR,Cameroon,USA,United States of America,1
2007,SOM,Somalia,GMB,Gambia,AUS,Australia,4
2007,SDN,Sudan,NGA,Nigeria,CAN,Canada,1
2007,COD,Dem. Rep. of the Congo,GAB,Gabon,USA,United States of America,7
2007,COD,Dem. Rep. of the Congo,NER,Niger,AUS,Australia,11
2007,SDN,Sudan,GHA,Ghana,USA,United States of America,63
2007,SDN,Sudan,NER,Niger,AUS,Australia,5
2007,AFG,Afghanistan,CIV,Cote d'Ivoire,USA,United States of America,8
2007,COD,Dem. Rep. of the Congo,BEN,Benin,CAN,Canada,8
2007,COD,Dem. Rep. of the Congo,CIV,Cote d'Ivoire,USA,United States of America,5
2007,COD,Dem. Rep. of the Congo,BEN,Benin,USA,United States of America,20
2007,COD,Dem. Rep. of the Congo,GHA,Ghana,CAN,Canada,6
2007,COD,Dem. Rep. of the Congo,MLI,Mali,USA,United States of America,26
2008,SDN,Sudan,CMR,Cameroon,USA,United States of America,3
2008,COD,Dem. Rep. of the Congo,GMB,Gambia,USA,United States of America,1
2008,SDN,Sudan,GMB,Gambia,USA,United States of America,1
2008,ERI,Eritrea,GHA,Ghana,USA,United States of America,1
2008,COD,Dem. Rep. of the Congo,CAF,Central African Rep.,NLD,Netherlands,8
2008,SDN,Sudan,GHA,Ghana,USA,United States of America,167
2008,COD,Dem. Rep. of the Congo,MLI,Mali,USA,United States of America,7
2008,COD,Dem. Rep. of the Congo,CAF,Central African Rep.,USA,United States of America,12
2008,COD,Dem. Rep. of the Congo,NGA,Nigeria,USA,United States of America,52
2008,COD,Dem. Rep. of the Congo,GMB,Gambia,NOR,Norway,1
2008,COD,Dem. Rep. of the Congo,CMR,Cameroon,CAN,Canada,4
2008,SDN,Sudan,CAF,Central African Rep.,USA,United States of America,1
2008,SDN,Sudan,NGA,Nigeria,USA,United States of America,1
2008,COD,Dem. Rep. of the Congo,NGA,Nigeria,CAN,Canada,2
2008,COD,Dem. Rep. of the Congo,TCD,Chad,USA,United States of America,6
2008,COD,Dem. Rep. of the Congo,CMR,Cameroon,AUS,Australia,43
2008,SDN,Sudan,TCD,Chad,USA,United States of America,170
2008,SDN,Sudan,CMR,Cameroon,AUS,Australia,6
2008,COD,Dem. Rep. of the Congo,CMR,Cameroon,USA,United States of America,13
2009,COD,Dem. Rep. of the Congo,BEN,Benin,AUS,Australia,35
2009,COD,Dem. Rep. of the Congo,NGA,Nigeria,CAN,Canada,42
2009,SDN,Sudan,TCD,Chad,USA,United States of America,630
2009,COD,Dem. Rep. of the Congo,TCD,Chad,FRA,France,4
2009,SOM,Somalia,NGA,Nigeria,CAN,Canada,1
2009,IRQ,Iraq,BEN,Benin,AUS,Australia,2
2009,COD,Dem. Rep. of the Congo,CMR,Cameroon,USA,United States of America,46
2009,SDN,Sudan,CMR,Cameroon,FRA,France,1
2009,SDN,Sudan,NGA,Nigeria,CAN,Canada,8
2009,COD,Dem. Rep. of the Congo,CMR,Cameroon,AUS,Australia,29
2009,ERI,Eritrea,CMR,Cameroon,USA,United States of America,2
2009,SDN,Sudan,CMR,Cameroon,USA,United States of America,4
2009,COD,Dem. Rep. of the Congo,GAB,Gabon,USA,United States of America,1
2009,SDN,Sudan,TCD,Chad,NLD,Netherlands,2
2009,SDN,Sudan,GHA,Ghana,USA,United States of America,68
2009,COD,Dem. Rep. of the Congo,MLI,Mali,USA,United States of America,4
2009,COD,Dem. Rep. of the Congo,SEN,Senegal,USA,United States of America,3
2009,COD,Dem. Rep. of the Congo,NGA,Nigeria,USA,United States of America,73
2009,SDN,Sudan,TCD,Chad,DNK,Denmark,6
2009,SDN,Sudan,SEN,Senegal,USA,United States of America,2
2009,SDN,Sudan,TCD,Chad,NOR,Norway,6
2009,COD,Dem. Rep. of the Congo,CAF,Central African Rep.,USA,United States of America,1
2009,SDN,Sudan,NGA,Nigeria,USA,United States of America,17
2009,COD,Dem. Rep. of the Congo,CMR,Cameroon,DNK,Denmark,3
2009,COD,Dem. Rep. of the Congo,CMR,Cameroon,NOR,Norway,3
2009,COD,Dem. Rep. of the Congo,CAF,Central African Rep.,CAN,Canada,35
2009,SDN,Sudan,CAF,Central African Rep.,USA,United States of America,12
2009,COD,Dem. Rep. of the Congo,NGA,Nigeria,DNK,Denmark,5
2009,COD,Dem. Rep. of the Congo,MLI,Mali,NOR,Norway,6
2009,SDN,Sudan,TCD,Chad,CAN,Canada,1
2009,COD,Dem. Rep. of the Congo,TCD,Chad,USA,United States of America,7
2010,COD,Dem. Rep. of the Congo,CMR,Cameroon,DNK,Denmark,3
2010,SOM,Somalia,TCD,Chad,USA,United States of America,7
2010,COD,Dem. Rep. of the Congo,CAF,Central African Rep.,NOR,Norway,3
2010,SDN,Sudan,TCD,Chad,USA,United States of America,488
2010,COD,Dem. Rep. of the Congo,NGA,Nigeria,NOR,Norway,6
